CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2
019065,PADERNO PONCHIELLI,CREMONA,833,429
013170,ORSENIGO,COMO,1875,811
015177,POZZO D'ADDA,MILANO,3563,1462
016069,CENATE SOTTO,BERGAMO,2215,944
013223,TORNO,COMO,736,378
097025,CORTENOVA,LECCO,882,431
018123,ROBBIO,PAVIA,3503,1614
016047,CALVENZANO,BERGAMO,2837,1283
017157,PROVAGLIO VAL SABBIA,BRESCIA,611,250
108017,CAVENAGO DI BRIANZA,MONZA E DELLA BRIANZA,4419,1790
012020,BREZZO DI BEDERO,VARESE,656,289
020024,GAZOLDO DEGLI IPPOLITI,MANTOVA,1553,697
018017,BORGORATTO MORMOROLO,PAVIA,211,118
019012,CAPERGNANICA,CREMONA,1492,654
016167,POGNANO,BERGAMO,954,426
016200,SOLTO COLLINA,BERGAMO,1208,615
017062,CORTE FRANCA,BRESCIA,4541,1906
015035,BUBBIANO,MILANO,1466,529
015195,SAN GIULIANO MILANESE,MILANO,23122,9294
014039,MANTELLO,SONDRIO,456,211
013053,CASNATE CON BERNATE,COMO,3395,1457
015097,CUSAGO,MILANO,2695,1190
097010,BRIVIO,LECCO,3079,1415
020039,PEGOGNAGA,MANTOVA,4153,1852
014034,GROSOTTO,SONDRIO,1133,644
016163,PIARIO,BERGAMO,762,410
012062,CUVEGLIO,VARESE,1917,907
018074,GOLFERENZO,PAVIA,109,53
019067,PANDINO,CREMONA,5823,2495
017010,BAGOLINO,BRESCIA,2571,1237
018035,CASSOLNOVO,PAVIA,3985,1746
018125,ROCCA DE' GIORGI,PAVIA,26,9
015101,DRESANO,MILANO,2030,894
016014,AVERARA,BERGAMO,105,51
012080,GORNATE-OLONA,VARESE,1289,599
017161,REZZATO,BRESCIA,8657,3692
108026,LESMO,MONZA E DELLA BRIANZA,5244,2197
108020,COGLIATE,MONZA E DELLA BRIANZA,5448,2344
097042,LECCO,LECCO,32233,16570
015213,SOLARO,MILANO,8304,3554
017029,BRESCIA,BRESCIA,129705,60650
018109,PARONA,PAVIA,1112,544
012034,CARONNO PERTUSELLA,VARESE,10397,4267
013045,CARBONATE,COMO,1861,784
108028,LISSONE,MONZA E DELLA BRIANZA,28126,12626
018031,CASANOVA LONATI,PAVIA,302,139
013229,VALBRONA,COMO,1624,706
097045,MALGRATE,LECCO,2873,1403
019019,CASALETTO DI SOPRA,CREMONA,309,143
012009,BARDELLO,VARESE,1021,475
017014,BEDIZZOLE,BRESCIA,6933,2829
012013,BESOZZO,VARESE,5283,2657
016159,PARZANICA,BERGAMO,193,138
015173,PIEVE EMANUELE,MILANO,9498,4294
016098,FILAGO,BERGAMO,1957,823
017133,PALAZZOLO SULL'OGLIO,BRESCIA,12278,6427
097028,CREMELLA,LECCO,1102,499
012025,BUGUGGIATE,VARESE,2031,1023
013193,PUSIANO,COMO,930,438
012052,CLIVIO,VARESE,1197,527
019086,ROMANENGO,CREMONA,1928,888
016154,PAGAZZANO,BERGAMO,1255,579
016156,PALAZZAGO,BERGAMO,2574,1260
017081,GUSSAGO,BRESCIA,11163,4679
017110,MONNO,BRESCIA,388,163
018106,OTTOBIANO,PAVIA,625,311
017173,SAN ZENO NAVIGLIO,BRESCIA,3096,1393
019059,MONTODINE,CREMONA,1702,712
016205,SPINONE AL LAGO,BERGAMO,571,273
018131,ROVESCALA,PAVIA,450,232
016016,AZZANO SAN PAOLO,BERGAMO,4786,2176
018118,PORTALBERA,PAVIA,898,383
017021,BORGOSATOLLO,BRESCIA,6074,2545
020008,CANNETO SULL'OGLIO,MANTOVA,2490,1154
098018,CERVIGNANO D'ADDA,LODI,1459,573
013006,ALSERIO,COMO,895,382
016003,ALBANO SANT'ALESSANDRO,BERGAMO,4888,2058
016194,SCANZOROSCIATE,BERGAMO,6506,3089
018133,SAN CIPRIANO PO,PAVIA,239,98
012001,AGRA,VARESE,194,96
013118,INVERIGO,COMO,6098,2531
108001,AGRATE BRIANZA,MONZA E DELLA BRIANZA,9607,4042
013226,TREZZONE,COMO,159,73
108040,SEVESO,MONZA E DELLA BRIANZA,14547,6343
013187,PONNA,COMO,169,49
016221,UBIALE CLANEZZO,BERGAMO,874,453
015183,ROBECCHETTO CON INDUNO,MILANO,2920,1183
016196,SEDRINA,BERGAMO,1418,692
016183,ROMANO DI LOMBARDIA,BERGAMO,11981,5546
016219,TREVIGLIO,BERGAMO,19195,9284
012024,BRUSIMPIANO,VARESE,560,240
016066,CAVERNAGO,BERGAMO,1479,584
016115,GORLE,BERGAMO,4222,1950
012041,CASSANO VALCUVIA,VARESE,326,166
019113,VESCOVATO,CREMONA,2548,1296
015032,BRESSO,MILANO,16098,8527
018063,FILIGHERA,PAVIA,528,269
018023,BRESSANA BOTTARONE,PAVIA,2155,1028
016065,CASTRO,BERGAMO,901,522
108008,BESANA IN BRIANZA,MONZA E DELLA BRIANZA,10170,5102
013102,FINO MORNASCO,COMO,6229,2693
020038,OSTIGLIA,MANTOVA,3928,1887
018152,SPESSA,PAVIA,305,150
018182,VOGHERA,PAVIA,23424,13471
016002,ADRARA SAN ROCCO,BERGAMO,488,203
017196,VEROLAVECCHIA,BRESCIA,2501,1040
098056,TAVAZZANO CON VILLAVESCO,LODI,3893,1687
016106,FUIPIANO VALLE IMAGNA,BERGAMO,141,76
012118,SAMARATE,VARESE,9834,4591
013030,BRIENNO,COMO,218,100
016096,FARA GERA D'ADDA,BERGAMO,4757,2007
013077,CORRIDO,COMO,448,134
108054,LENTATE SUL SEVESO,MONZA E DELLA BRIANZA,10260,4548
013059,CASTELNUOVO BOZZENTE,COMO,521,240
017197,VESTONE,BRESCIA,2640,1119
098038,MELETI,LODI,354,182
019036,CREMONA,CREMONA,45260,25325
012091,LOZZA,VARESE,748,393
018112,PIEVE ALBIGNOLA,PAVIA,561,270
108006,BELLUSCO,MONZA E DELLA BRIANZA,4608,2058
019056,MALAGNINO,CREMONA,1126,563
016158,PARRE,BERGAMO,1780,844
018148,SEMIANA,PAVIA,120,63
016108,GANDINO,BERGAMO,3143,1536
012017,BREBBIA,VARESE,1987,960
017097,MACLODIO,BRESCIA,922,372
015170,PERO,MILANO,7119,2949
016086,COSTA VOLPINO,BERGAMO,6010,3073
020043,POMPONESCO,MANTOVA,919,439
016246,ZOGNO,BERGAMO,5607,3010
017160,REMEDELLO,BRESCIA,2024,864
017016,BERZO DEMO,BRESCIA,1097,545
097004,BALLABIO,LECCO,2818,1344
016005,ALME',BERGAMO,3395,1658
097064,PARLASCO,LECCO,110,48
014047,PEDESINA,SONDRIO,27,15
015189,ROZZANO,MILANO,24908,10724
019017,CASALE CREMASCO-VIDOLASCO,CREMONA,1087,447
097092,LA VALLETTA BRIANZA,LECCO,3025,1258
017034,CALVISANO,BRESCIA,4989,1939
098013,CASTELNUOVO BOCCA D'ADDA,LODI,1040,514
108045,VAREDO,MONZA E DELLA BRIANZA,8471,3848
097051,MOLTENO,LECCO,2440,1073
016237,VIGOLO,BERGAMO,330,120
016212,TELGATE,BERGAMO,2908,1477
016190,SAN PELLEGRINO TERME,BERGAMO,3126,1832
017077,GAVARDO,BRESCIA,7239,3258
019077,POZZAGLIO ED UNITI,CREMONA,934,402
015027,BOLLATE,MILANO,25039,11085
019016,CASALBUTTANO ED UNITI,CREMONA,2639,1514
012139,VIGGIU',VARESE,3642,3224
015015,BASIGLIO,MILANO,5043,2097
012142,MACCAGNO CON PINO E VEDDASCA,VARESE,1339,654
012085,JERAGO CON ORAGO,VARESE,3279,1492
014007,BERBENNO DI VALTELLINA,SONDRIO,2848,1390
012101,MERCALLO,VARESE,1094,488
020071,BORGO VIRGILIO,MANTOVA,8716,4181
012077,GOLASECCA,VARESE,1533,674
012011,BESANO,VARESE,1474,708
019101,SPINEDA,CREMONA,308,163
013099,FALOPPIO,COMO,2886,1134
013232,VALMOREA,COMO,1721,751
019038,CROTTA D'ADDA,CREMONA,376,169
020001,ACQUANEGRA SUL CHIESE,MANTOVA,1688,858
098046,SALERANO SUL LAMBRO,LODI,1797,814
019074,PIEVE D'OLMI,CREMONA,842,426
017093,LONGHENA,BRESCIA,407,186
018043,CERANOVA,PAVIA,1216,494
017158,PUEGNAGO SUL GARDA,BRESCIA,1993,814
019111,VAIANO CREMASCO,CREMONA,2492,1077
013236,VELESO,COMO,111,61
019047,GENIVOLTA,CREMONA,700,333
097075,SIRONE,LECCO,1597,726
016139,MONTELLO,BERGAMO,1814,735
014074,VAL MASINO,SONDRIO,580,275
017116,MUSCOLINE,BRESCIA,1563,639
013251,COLVERDE,COMO,3346,1382
016042,BRUSAPORTO,BERGAMO,3385,1412
012004,ARCISATE,VARESE,6269,2859
017143,PISOGNE,BRESCIA,5472,2802
019006,BONEMERSE,CREMONA,991,530
012037,CASALZUIGNO,VARESE,805,396
016189,SAN PAOLO D'ARGON,BERGAMO,3190,1274
017138,SAN PAOLO,BRESCIA,2772,1081
018144,SANT'ANGELO LOMELLINA,PAVIA,425,185
097036,GALBIATE,LECCO,5814,2882
016130,LUZZANA,BERGAMO,562,264
020073,BORGOCARBONARA,MANTOVA,1305,609
018094,MONTALTO PAVESE,PAVIA,449,233
018181,VISTARINO,PAVIA,840,376
017151,POZZOLENGO,BRESCIA,2091,906
020029,MAGNACAVALLO,MANTOVA,881,402
019052,GUSSOLA,CREMONA,1611,751
014027,DUBINO,SONDRIO,2333,1130
017035,CAPO DI PONTE,BRESCIA,1699,839
097082,VALGREGHENTINO,LECCO,2336,1077
018019,BORNASCO,PAVIA,1563,560
020042,POGGIO RUSCO,MANTOVA,3796,1635
014019,CHIESA IN VALMALENCO,SONDRIO,1596,734
019035,CREMA,CREMONA,23688,11966
014051,POGGIRIDENTI,SONDRIO,1173,607
016227,VALNEGRA,BERGAMO,117,64
013084,CUCCIAGO,COMO,2363,1056
020026,GOITO,MANTOVA,5920,2555
013113,GRIANTE,COMO,401,183
016186,ROTA D'IMAGNA,BERGAMO,564,335
017190,TRENZANO,BRESCIA,3320,1393
014041,MELLO,SONDRIO,589,221
012136,VENEGONO INFERIORE,VARESE,3910,1824
014037,LIVIGNO,SONDRIO,2719,807
016043,CALCINATE,BERGAMO,3551,1379
016145,OLMO AL BREMBO,BERGAMO,301,163
013165,OLGIATE COMASCO,COMO,7547,3469
018039,CASTELLO D'AGOGNA,PAVIA,663,300
017205,ZONE,BRESCIA,705,337
015114,INZAGO,MILANO,7004,3155
017120,NUVOLERA,BRESCIA,2781,1180
016084,COSTA DI MEZZATE,BERGAMO,2020,810
018107,PALESTRO,PAVIA,946,435
016202,SORISOLE,BERGAMO,5286,2604
013134,LONGONE AL SEGRINO,COMO,1352,632
097053,MONTEVECCHIA,LECCO,1735,743
017163,RODENGO-SAIANO,BRESCIA,6723,2656
013153,MONGUZZO,COMO,1569,679
018186,ZEME,PAVIA,599,295
018077,INVERNO E MONTELEONE,PAVIA,902,483
016171,PONTIDA,BERGAMO,1894,830
012124,SUMIRAGO,VARESE,3788,1757
108050,VIMERCATE,MONZA E DELLA BRIANZA,17014,7871
018097,MONTESCANO,PAVIA,261,113
015074,CESANO BOSCONE,MILANO,14803,7142
019001,ACQUANEGRA CREMONESE,CREMONA,762,355
012047,CASTRONNO,VARESE,3200,1550
013090,DONGO,COMO,2214,1130
012039,CASORATE SEMPIONE,VARESE,3375,1590
018114,PIEVE PORTO MORONE,PAVIA,1469,740
020034,MEDOLE,MANTOVA,2170,914
015243,VITTUONE,MILANO,5716,2494
018030,CARBONARA AL TICINO,PAVIA,930,404
016057,CARVICO,BERGAMO,2935,1236
014003,ANDALO VALTELLINO,SONDRIO,351,170
012119,SARONNO,VARESE,24570,11814
013035,CABIATE,COMO,4846,1974
019039,CUMIGNANO SUL NAVIGLIO,CREMONA,247,128
013121,LAMBRUGO,COMO,1719,766
019005,BAGNOLO CREMASCO,CREMONA,3196,1379
018013,BELGIOIOSO,PAVIA,3985,2050
017087,LAVENONE,BRESCIA,320,139
015103,GAGGIANO,MILANO,5636,2245
016070,CENE,BERGAMO,2433,1120
016132,MAPELLO,BERGAMO,3989,1824
013217,SORMANO,COMO,387,194
018136,SAN GIORGIO DI LOMELLINA,PAVIA,625,349
108035,NOVA MILANESE,MONZA E DELLA BRIANZA,13660,6188
017145,POLPENAZZE DEL GARDA,BRESCIA,1535,659
017172,SAN GERVASIO BRESCIANO,BRESCIA,1427,553
098059,VALERA FRATTA,LODI,941,412
108042,SULBIATE,MONZA E DELLA BRIANZA,2750,1097
018120,REDAVALLE,PAVIA,603,267
017127,OSPITALETTO,BRESCIA,9412,3530
012109,ORIGGIO,VARESE,4953,2012
018177,VIGEVANO,PAVIA,36495,18711
020014,CASTEL D'ARIO,MANTOVA,2574,1008
016151,ORNICA,BERGAMO,106,53
015078,CISLIANO,MILANO,2914,1195
013114,GUANZATE,COMO,3758,1612
017092,LONATO DEL GARDA,BRESCIA,9753,4125
017095,LOZIO,BRESCIA,265,150
012093,LUVINATE,VARESE,899,494
016007,ALMENNO SAN SALVATORE,BERGAMO,3509,1834
012022,BRISSAGO-VALTRAVAGLIA,VARESE,672,320
014069,TRAONA,SONDRIO,1701,743
097040,INTROBIO,LECCO,1319,704
013178,PEGLIO,COMO,87,44
013154,MONTANO LUCINO,COMO,3336,1502
020031,MARCARIA,MANTOVA,3966,1923
017109,MONIGA DEL GARDA,BRESCIA,1415,622
012083,INDUNO OLONA,VARESE,6663,3176
016092,DOSSENA,BERGAMO,559,323
012086,LAVENA PONTE TRESA,VARESE,3028,1428
017084,IRMA,BRESCIA,88,37
097061,OSNAGO,LECCO,3090,1393
018085,MAGHERNO,PAVIA,1112,512
014044,MONTAGNA IN VALTELLINA,SONDRIO,1934,980
014015,CASTIONE ANDEVENNO,SONDRIO,1006,456
015040,BUSSERO,MILANO,5591,2535
015179,PREGNANA MILANESE,MILANO,4697,2220
017135,PASPARDO,BRESCIA,423,246
018006,BADIA PAVESE,PAVIA,197,100
016056,CARONA,BERGAMO,166,104
016049,CANONICA D'ADDA,BERGAMO,2447,1081
097009,BOSISIO PARINI,LECCO,2319,1066
015038,BUSCATE,MILANO,2748,1207
108046,VEDANO AL LAMBRO,MONZA E DELLA BRIANZA,5246,2714
015200,SANTO STEFANO TICINO,MILANO,3068,1212
097055,MORTERONE,LECCO,16,8
016233,VERDELLO,BERGAMO,5062,2378
016046,CALUSCO D'ADDA,BERGAMO,5139,2208
019066,PALAZZO PIGNANO,CREMONA,2502,993
016037,BREMBATE,BERGAMO,4850,2119
016105,FORNOVO SAN GIOVANNI,BERGAMO,2156,849
019021,CASALMAGGIORE,CREMONA,8354,4177
016006,ALMENNO SAN BARTOLOMEO,BERGAMO,3662,1824
108023,DESIO,MONZA E DELLA BRIANZA,25589,11782
019069,PESCAROLO ED UNITI,CREMONA,951,430
020059,SAN MARTINO DALL'ARGINE,MANTOVA,981,505
018068,GAMBOLO',PAVIA,5811,2749
012071,GALLIATE LOMBARDO,VARESE,620,301
017098,MAGASA,BRESCIA,76,43
013161,NESSO,COMO,713,331
015136,MASATE,MILANO,2114,869
013163,NOVEDRATE,COMO,1942,797
018059,COZZO,PAVIA,219,113
018060,CURA CARPIGNANO,PAVIA,3111,1394
017053,CIGOLE,BRESCIA,956,416
098027,GALGAGNANO,LODI,903,367
020003,BAGNOLO SAN VITO,MANTOVA,3576,1578
016001,ADRARA SAN MARTINO,BERGAMO,1162,590
019107,TORRE DE' PICENARDI,CREMONA,1356,672
016116,GORNO,BERGAMO,948,476
013015,BARNI,COMO,342,141
016179,RANZANICO,BERGAMO,782,366
098040,MONTANASO LOMBARDO,LODI,1582,728
018162,TRAVACO' SICCOMARIO,PAVIA,2936,1459
015070,CERNUSCO SUL NAVIGLIO,MILANO,22689,10080
097074,SANTA MARIA HOE',LECCO,1412,617
016075,CISERANO,BERGAMO,3116,1296
017043,CASTENEDOLO,BRESCIA,7589,3097
097016,CASATENOVO,LECCO,8327,4106
015244,VIZZOLO PREDABISSI,MILANO,2671,1263
018150,SIZIANO,PAVIA,3956,1653
014065,TEGLIO,SONDRIO,2823,1479
012138,VERGIATE,VARESE,5316,2548
013028,BREGNANO,COMO,3988,1682
016137,MONASTEROLO DEL CASTELLO,BERGAMO,666,300
018171,VARZI,PAVIA,2067,1406
098043,OSPEDALETTO LODIGIANO,LODI,1117,494
017194,VALVESTINO,BRESCIA,101,53
019015,CAPRALBA,CREMONA,1615,787
017170,SALO',BRESCIA,6609,3259
017096,LUMEZZANE,BRESCIA,14497,6120
019106,TORNATA,CREMONA,225,108
014002,ALBOSAGGIA,SONDRIO,2094,979
018020,BOSNASCO,PAVIA,363,168
108013,BURAGO DI MOLGORA,MONZA E DELLA BRIANZA,2644,1134
016074,CISANO BERGAMASCO,BERGAMO,3801,1634
019096,SOLAROLO RAINERIO,CREMONA,589,295
018134,SAN DAMIANO AL COLLE,PAVIA,405,170
017057,COLLEBEATO,BRESCIA,3465,1637
018032,CASATISMA,PAVIA,503,243
018037,CASTEGGIO,PAVIA,4022,2167
016203,SOTTO IL MONTE GIOVANNI XXIII,BERGAMO,2704,1126
016024,BERGAMO,BERGAMO,76261,39883
017174,SAREZZO,BRESCIA,8749,3788
098062,CASTELGERUNDO,LODI,921,449
013254,CENTRO VALLE INTELVI,COMO,2224,922
016165,PIAZZATORRE,BERGAMO,240,133
013029,BRENNA,COMO,1504,563
017100,MALEGNO,BRESCIA,1364,715
018135,SAN GENESIO ED UNITI,PAVIA,2811,1345
012120,SESTO CALENDE,VARESE,6307,3096
019049,GOMBITO,CREMONA,409,197
018142,SANTA MARGHERITA DI STAFFORA,PAVIA,291,211
018014,BEREGUARDO,PAVIA,1705,685
016120,GRUMELLO DEL MONTE,BERGAMO,4861,2181
017076,GARGNANO,BRESCIA,1620,859
017179,SIRMIONE,BRESCIA,4354,1815
017040,CASTEGNATO,BRESCIA,5625,2239
016235,VIADANICA,BERGAMO,694,363
018104,OLEVANO DI LOMELLINA,PAVIA,398,164
098022,CORNO GIOVINE,LODI,662,324
015229,VANZAGO,MILANO,5944,2613
017058,COLLIO,BRESCIA,1173,529
012055,COMERIO,VARESE,1838,957
016239,VILLA D'ALME',BERGAMO,4005,2142
108039,SEREGNO,MONZA E DELLA BRIANZA,28207,12967
013011,ARGEGNO,COMO,381,159
017108,MILZANO,BRESCIA,1077,442
108018,CERIANO LAGHETTO,MONZA E DELLA BRIANZA,4145,1785
017168,SABBIO CHIESE,BRESCIA,2365,946
012103,MONTEGRINO VALTRAVAGLIA,VARESE,764,341
015165,OZZERO,MILANO,882,400
013136,LURAGO D'ERBA,COMO,3611,1676
018139,SANTA CRISTINA E BISSONE,PAVIA,1193,516
016090,CUSIO,BERGAMO,164,88
017060,COMEZZANO-CIZZAGO,BRESCIA,2322,824
014011,CAIOLO,SONDRIO,671,309
013058,CASTELMARTE,COMO,881,418
016102,FONTENO,BERGAMO,415,199
018147,SCALDASOLE,PAVIA,538,241
017027,BRAONE,BRESCIA,431,218
017128,OSSIMO,BRESCIA,947,479
016244,ZANDOBBIO,BERGAMO,1580,704
013119,LAGLIO,COMO,582,266
018184,ZAVATTARELLO,PAVIA,621,393
020063,SOLFERINO,MANTOVA,1625,775
016038,BREMBATE DI SOPRA,BERGAMO,4789,2375
015055,CASARILE,MILANO,2295,891
098044,OSSAGO LODIGIANO,LODI,934,411
015007,ARCONATE,MILANO,3947,1827
019025,CASTELLEONE,CREMONA,6166,3160
016161,PEIA,BERGAMO,1029,429
017183,TAVERNOLE SUL MELLA,BRESCIA,802,384
016028,BOLGARE,BERGAMO,3627,1470
017031,CAINO,BRESCIA,1311,556
012029,CAIRATE,VARESE,4666,2125
016218,TRESCORE BALNEARIO,BERGAMO,5599,2604
019050,GRONTARDO,CREMONA,990,473
018081,LINAROLO,PAVIA,1839,838
098005,BORGO SAN GIOVANNI,LODI,1497,639
012130,UBOLDO,VARESE,6324,2554
019095,SESTO ED UNITI,CREMONA,2022,981
017167,RUDIANO,BRESCIA,3491,1716
015171,PESCHIERA BORROMEO,MILANO,15366,6494
098023,CORNOVECCHIO,LODI,140,54
017111,MONTE ISOLA,BRESCIA,1277,602
017064,CORZANO,BRESCIA,879,359
098039,MERLINO,LODI,1034,388
097033,ELLO,LECCO,873,401
016220,TREVIOLO,BERGAMO,7055,3165
019004,AZZANELLO,CREMONA,377,187
108032,MISINTO,MONZA E DELLA BRIANZA,3618,1488
017104,MARCHENO,BRESCIA,2644,1096
015077,CINISELLO BALSAMO,MILANO,42292,20858
015248,VILLA CORTESE,MILANO,3990,1889
019033,CORTE DE' FRATI,CREMONA,865,397
017130,PADERNO FRANCIACORTA,BRESCIA,2530,1067
013010,APPIANO GENTILE,COMO,5233,2459
015046,CANEGRATE,MILANO,7626,3412
017082,IDRO,BRESCIA,1191,493
016083,CORTENUOVA,BERGAMO,1161,533
018159,TORRE D'ISOLA,PAVIA,1659,790
013197,RODERO,COMO,727,292
016059,CASIRATE D'ADDA,BERGAMO,2461,1089
018082,LIRIO,PAVIA,79,35
019114,VOLONGO,CREMONA,284,133
018089,MENCONICO,PAVIA,209,150
018179,VILLANOVA D'ARDENGHI,PAVIA,527,224
014004,APRICA,SONDRIO,907,446
018042,CECIMA,PAVIA,153,103
013192,PROSERPIO,COMO,648,298
016238,VILLA D'ADDA,BERGAMO,2920,1378
017189,TREMOSINE,BRESCIA,1151,456
018154,SUARDI,PAVIA,303,133
012132,VARANO BORGHI,VARESE,1436,709
014057,SAMOLACO,SONDRIO,1688,789
016177,PUMENENGO,BERGAMO,1031,552
020017,CASTIGLIONE DELLE STIVIERE,MANTOVA,12084,5178
098004,BORGHETTO LODIGIANO,LODI,2840,1308
014040,MAZZO DI VALTELLINA,SONDRIO,655,325
018007,BAGNARIA,PAVIA,388,226
097070,PRIMALUNA,LECCO,1482,678
