CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2
013128,LIMIDO COMASCO,COMO,1803,626
017158,PUEGNAGO SUL GARDA,BRESCIA,1700,711
013055,CASSINA RIZZARDI,COMO,1787,735
014001,ALBAREDO PER SAN MARCO,SONDRIO,200,101
016237,VIGOLO,BERGAMO,267,103
016036,BRANZI,BERGAMO,394,211
098014,CASTIGLIONE D'ADDA,LODI,2746,1171
018060,CURA CARPIGNANO,PAVIA,2617,1259
012066,DUNO,VARESE,73,29
016063,CASTEL ROZZONE,BERGAMO,1437,674
013098,FAGGETO LARIO,COMO,698,284
013169,OLTRONA DI SAN MAMETTE,COMO,1288,540
018024,BRONI,PAVIA,5011,2369
016111,GAZZANIGA,BERGAMO,2606,1359
016066,CAVERNAGO,BERGAMO,1249,507
014002,ALBOSAGGIA,SONDRIO,1906,815
020047,QUISTELLO,MANTOVA,2843,1341
018094,MONTALTO PAVESE,PAVIA,434,200
013202,ROVELLO PORRO,COMO,3200,1211
019011,CAMPAGNOLA CREMASCA,CREMONA,423,190
019088,SAN BASSANO,CREMONA,1458,925
016060,CASNIGO,BERGAMO,1704,863
017027,BRAONE,BRESCIA,392,180
020054,SABBIONETA,MANTOVA,1892,929
012115,RANCIO VALCUVIA,VARESE,442,177
019055,MADIGNANO,CREMONA,1737,800
017094,LOSINE,BRESCIA,363,186
016159,PARZANICA,BERGAMO,179,134
015012,BAREGGIO,MILANO,9991,4375
018105,OLIVA GESSI,PAVIA,107,47
098030,LIVRAGA,LODI,1461,636
097021,CESANA BRIANZA,LECCO,1516,580
097013,CALOLZIOCORTE,LECCO,8191,3938
014019,CHIESA IN VALMALENCO,SONDRIO,1453,599
016015,AVIATICO,BERGAMO,272,135
017017,BERZO INFERIORE,BRESCIA,1522,670
018131,ROVESCALA,PAVIA,414,215
016079,COLOGNO AL SERIO,BERGAMO,5970,2818
108006,BELLUSCO,MONZA E DELLA BRIANZA,4104,1764
014007,BERBENNO DI VALTELLINA,SONDRIO,2572,1137
097048,MERATE,LECCO,9131,4349
013071,CLAINO CON OSTENO,COMO,289,82
016058,CASAZZA,BERGAMO,1963,904
097093,VALVARRONE,LECCO,318,189
019054,IZANO,CREMONA,1187,495
018030,CARBONARA AL TICINO,PAVIA,791,360
012136,VENEGONO INFERIORE,VARESE,3470,1536
016098,FILAGO,BERGAMO,1729,719
016154,PAGAZZANO,BERGAMO,1101,523
098019,CODOGNO,LODI,9104,4212
014011,CAIOLO,SONDRIO,601,248
018043,CERANOVA,PAVIA,1014,446
014074,VAL MASINO,SONDRIO,514,213
017087,LAVENONE,BRESCIA,276,130
016149,ONORE,BERGAMO,562,252
098054,SOMAGLIA,LODI,2196,876
017108,MILZANO,BRESCIA,873,393
012027,CADEGLIANO-VICONAGO,VARESE,1088,500
018142,SANTA MARGHERITA DI STAFFORA,PAVIA,282,201
016195,SCHILPARIO,BERGAMO,760,369
020001,ACQUANEGRA SUL CHIESE,MANTOVA,1497,751
018049,CIGOGNOLA,PAVIA,837,363
012113,PORTO CERESIO,VARESE,1561,711
014054,PRATA CAMPORTACCIO,SONDRIO,1568,661
018141,SANT'ALESSIO CON VIALONE,PAVIA,537,245
018191,CORNALE E BASTIDA,PAVIA,465,228
017061,CONCESIO,BRESCIA,9354,4261
012131,VALGANNA,VARESE,807,328
016027,BLELLO,BERGAMO,30,14
013005,ALBIOLO,COMO,1437,567
015151,MOTTA VISCONTI,MILANO,4173,1781
017074,GARDONE RIVIERA,BRESCIA,1356,629
013062,CAVARGNA,COMO,86,31
017157,PROVAGLIO VAL SABBIA,BRESCIA,487,233
015164,OSSONA,MILANO,2390,949
097068,PESCATE,LECCO,1271,586
015146,MILANO,MILANO,741879,322970
108019,CESANO MADERNO,MONZA E DELLA BRIANZA,19870,9062
018062,FERRERA ERBOGNONE,PAVIA,567,304
016034,BOTTANUCO,BERGAMO,2659,1071
017171,SAN FELICE DEL BENACO,BRESCIA,1702,820
015219,TREZZANO ROSA,MILANO,2631,1052
098031,LODI,LODI,28744,13459
017069,ERBUSCO,BRESCIA,4620,1852
013246,ZELBIO,COMO,84,31
016083,CORTENUOVA,BERGAMO,1020,472
014015,CASTIONE ANDEVENNO,SONDRIO,942,380
017085,ISEO,BRESCIA,5492,3552
098008,CASALETTO LODIGIANO,LODI,1526,655
016145,OLMO AL BREMBO,BERGAMO,268,146
012003,ANGERA,VARESE,3028,1386
098059,VALERA FRATTA,LODI,806,334
012078,GORLA MAGGIORE,VARESE,2823,1238
016238,VILLA D'ADDA,BERGAMO,2627,1209
020039,PEGOGNAGA,MANTOVA,3559,1690
018071,GERENZAGO,PAVIA,749,328
018032,CASATISMA,PAVIA,467,209
019039,CUMIGNANO SUL NAVIGLIO,CREMONA,210,117
018091,MEZZANA RABATTONE,PAVIA,250,129
016148,ONETA,BERGAMO,369,164
016139,MONTELLO,BERGAMO,1534,639
015175,PIOLTELLO,MILANO,17707,7374
012047,CASTRONNO,VARESE,2849,1306
013029,BRENNA,COMO,1415,486
019025,CASTELLEONE,CREMONA,5354,2865
016233,VERDELLO,BERGAMO,4372,2156
015051,CARUGATE,MILANO,8455,3401
019078,QUINTANO,CREMONA,492,215
012007,AZZIO,VARESE,406,170
019022,CASALMORANO,CREMONA,947,518
108045,VAREDO,MONZA E DELLA BRIANZA,7491,3361
098050,SANT'ANGELO LODIGIANO,LODI,6868,3174
108034,MUGGIO',MONZA E DELLA BRIANZA,12692,5423
016243,VILMINORE DI SCALVE,BERGAMO,915,400
097052,MONTE MARENZO,LECCO,1135,522
015081,COLOGNO MONZESE,MILANO,25113,11105
020044,PONTI SUL MINCIO,MANTOVA,979,393
017150,PONTOGLIO,BRESCIA,3611,2185
019102,SPINO D'ADDA,CREMONA,4134,1679
020015,CASTEL GOFFREDO,MANTOVA,5705,2502
019033,CORTE DE' FRATI,CREMONA,781,359
016161,PEIA,BERGAMO,891,375
012077,GOLASECCA,VARESE,1322,586
013155,MONTEMEZZO,COMO,134,65
014072,VALDISOTTO,SONDRIO,1766,733
016166,PIAZZOLO,BERGAMO,56,26
018128,ROMAGNESE,PAVIA,377,232
013253,ALTA VALLE INTELVI,COMO,1710,705
018006,BADIA PAVESE,PAVIA,176,82
097039,IMBERSAGO,LECCO,1435,633
098025,CRESPIATICA,LODI,1105,433
016217,TORRE PALLAVICINA,BERGAMO,581,334
018033,CASEI GEROLA,PAVIA,1406,738
018121,RETORBIDO,PAVIA,904,469
015155,NOSATE,MILANO,361,163
015071,CERRO AL LAMBRO,MILANO,2968,1372
015027,BOLLATE,MILANO,22563,9275
019067,PANDINO,CREMONA,5011,2187
016120,GRUMELLO DEL MONTE,BERGAMO,4170,1899
018058,COSTA DE' NOBILI,PAVIA,185,74
108033,MONZA,MONZA E DELLA BRIANZA,69789,32931
018192,CORTEOLONA E GENZONE,PAVIA,1283,593
013131,LOCATE VARESINO,COMO,2257,971
016123,LALLIO,BERGAMO,2390,1045
097051,MOLTENO,LECCO,2267,924
017182,SULZANO,BRESCIA,1038,423
016200,SOLTO COLLINA,BERGAMO,1169,514
012050,CISLAGO,VARESE,5585,2283
017032,CALCINATO,BRESCIA,6086,2455
019116,PIADENA DRIZZONA,CREMONA,2105,1135
108011,BRIOSCO,MONZA E DELLA BRIANZA,3504,1436
098046,SALERANO SUL LAMBRO,LODI,1561,697
013048,CARUGO,COMO,3762,1350
018081,LINAROLO,PAVIA,1566,738
013236,VELESO,COMO,108,53
019005,BAGNOLO CREMASCO,CREMONA,2705,1206
020028,GUIDIZZOLO,MANTOVA,2824,1221
017183,TAVERNOLE SUL MELLA,BRESCIA,699,344
020032,MARIANA MANTOVANA,MANTOVA,351,153
017020,BORGO SAN GIACOMO,BRESCIA,2699,1233
018140,SANTA GIULETTA,PAVIA,862,437
012017,BREBBIA,VARESE,1778,810
017198,VEZZA D'OGLIO,BRESCIA,933,322
017106,MARONE,BRESCIA,1822,816
015220,TREZZANO SUL NAVIGLIO,MILANO,11078,4850
018123,ROBBIO,PAVIA,3081,1389
097025,CORTENOVA,LECCO,828,372
015113,INVERUNO,MILANO,4776,2028
020025,GAZZUOLO,MANTOVA,1115,560
097001,ABBADIA LARIANA,LECCO,1854,809
017191,TREVISO BRESCIANO,BRESCIA,288,137
017099,MAIRANO,BRESCIA,1856,718
016038,BREMBATE DI SOPRA,BERGAMO,4179,2003
108044,USMATE VELATE,MONZA E DELLA BRIANZA,5788,2304
013035,CABIATE,COMO,4234,1661
016053,CARAVAGGIO,BERGAMO,8601,4182
017129,PADENGHE SUL GARDA,BRESCIA,2326,1024
019066,PALAZZO PIGNANO,CREMONA,2085,858
097002,AIRUNO,LECCO,1638,727
012049,CAZZAGO BRABBIA,VARESE,419,202
016189,SAN PAOLO D'ARGON,BERGAMO,2724,1110
018189,ZERBOLO',PAVIA,801,349
016010,ANTEGNATE,BERGAMO,1610,661
012091,LOZZA,VARESE,664,327
014005,ARDENNO,SONDRIO,1908,868
013152,MOLTRASIO,COMO,973,389
098034,MAIRAGO,LODI,841,355
017046,CAZZAGO SAN MARTINO,BRESCIA,5885,2447
017043,CASTENEDOLO,BRESCIA,6550,2745
017177,SENIGA,BRESCIA,818,415
015074,CESANO BOSCONE,MILANO,13043,6214
012035,CARONNO VARESINO,VARESE,2546,1150
016037,BREMBATE,BERGAMO,4303,1831
019101,SPINEDA,CREMONA,273,149
018011,BASTIDA PANCARANA,PAVIA,548,277
016223,VALBONDIONE,BERGAMO,636,296
097072,ROGENO,LECCO,1972,792
017117,NAVE,BRESCIA,6714,3082
018088,MEDE,PAVIA,3512,2934
097050,MOGGIO,LECCO,288,142
014021,CINO,SONDRIO,160,65
015192,SAN DONATO MILANESE,MILANO,18535,8646
015222,TRIBIANO,MILANO,1855,725
017089,LIMONE SUL GARDA,BRESCIA,516,215
016151,ORNICA,BERGAMO,95,47
016141,MORNICO AL SERIO,BERGAMO,1549,605
019003,ANNICCO,CREMONA,1124,649
013233,VAL REZZO,COMO,67,15
016090,CUSIO,BERGAMO,150,82
018038,CASTELLETTO DI BRANDUZZO,PAVIA,601,294
012032,CARDANO AL CAMPO,VARESE,7528,3431
016187,ROVETTA,BERGAMO,2698,1161
014018,CHIAVENNA,SONDRIO,4139,2048
018004,ALBUZZANO,PAVIA,1908,903
017012,BARGHE,BRESCIA,645,299
020058,SAN GIOVANNI DEL DOSSO,MANTOVA,659,265
108007,BERNAREGGIO,MONZA E DELLA BRIANZA,6288,2446
016160,PEDRENGO,BERGAMO,3178,1398
020026,GOITO,MANTOVA,5076,2277
020018,CAVRIANA,MANTOVA,1852,798
012010,BEDERO VALCUVIA,VARESE,343,139
097091,VERDERIO,LECCO,3207,1366
097015,CASARGO,LECCO,566,278
017179,SIRMIONE,BRESCIA,3746,1513
018154,SUARDI,PAVIA,272,126
016092,DOSSENA,BERGAMO,495,267
018153,STRADELLA,PAVIA,6340,2861
018096,MONTECALVO VERSIGGIA,PAVIA,250,115
014069,TRAONA,SONDRIO,1485,581
017019,BIONE,BRESCIA,763,399
097027,CRANDOLA VALSASSINA,LECCO,189,73
019093,SCANDOLARA RIPA D'OGLIO,CREMONA,297,157
016135,MISANO DI GERA D'ADDA,BERGAMO,1531,714
018174,VERRETTO,PAVIA,210,100
014006,BEMA,SONDRIO,74,32
013161,NESSO,COMO,674,276
015242,VIMODRONE,MILANO,9376,4214
017110,MONNO,BRESCIA,360,133
012102,MESENZANA,VARESE,762,294
013154,MONTANO LUCINO,COMO,2946,1290
016026,BIANZANO,BERGAMO,310,142
016178,RANICA,BERGAMO,3384,1757
015058,CASOREZZO,MILANO,2882,1173
013226,TREZZONE,COMO,144,64
019046,GADESCO PIEVE DELMONA,CREMONA,1028,512
012065,DUMENZA,VARESE,709,283
015125,LOCATE DI TRIULZI,MILANO,5467,2454
018099,MONTICELLI PAVESE,PAVIA,307,118
014073,VALFURVA,SONDRIO,1351,587
013129,LIPOMO,COMO,3592,1519
017035,CAPO DI PONTE,BRESCIA,1587,668
013004,ALBESE CON CASSANO,COMO,2902,1328
097034,ERVE,LECCO,420,205
018072,GIUSSAGO,PAVIA,2641,1071
017008,AZZANO MELLA,BRESCIA,1797,699
015166,PADERNO DUGNANO,MILANO,26108,10586
017160,REMEDELLO,BRESCIA,1694,770
098009,CASALMAIOCCO,LODI,1787,762
018061,DORNO,PAVIA,2450,1133
020056,SAN GIACOMO DELLE SEGNATE,MANTOVA,849,362
015036,BUCCINASCO,MILANO,15018,6532
019105,TORLINO VIMERCATI,CREMONA,252,108
017112,MONTICELLI BRUSATI,BRESCIA,2697,1146
017148,PONTE DI LEGNO,BRESCIA,1019,365
012008,BARASSO,VARESE,1022,549
017128,OSSIMO,BRESCIA,880,405
017005,ANFO,BRESCIA,245,122
015112,GUDO VISCONTI,MILANO,842,333
018129,RONCARO,PAVIA,706,330
018057,CORVINO SAN QUIRICO,PAVIA,616,327
016180,RIVA DI SOLTO,BERGAMO,631,322
017044,CASTO,BRESCIA,814,322
108003,ALBIATE,MONZA E DELLA BRIANZA,3582,1420
017030,BRIONE,BRESCIA,394,161
013206,SAN FERMO DELLA BATTAGLIA,COMO,4721,2015
108001,AGRATE BRIANZA,MONZA E DELLA BRIANZA,8516,3466
015105,GARBAGNATE MILANESE,MILANO,14403,6465
018127,ROGNANO,PAVIA,293,96
018157,TORRE D'ARESE,PAVIA,411,154
017045,CASTREZZATO,BRESCIA,3502,1514
017101,MALONNO,BRESCIA,2011,790
015202,SAN ZENONE AL LAMBRO,MILANO,2429,1073
016173,PRADALUNGA,BERGAMO,2440,1110
016081,COMUN NUOVO,BERGAMO,2323,1045
013102,FINO MORNASCO,COMO,5424,2265
016194,SCANZOROSCIATE,BERGAMO,5639,2794
097046,MANDELLO DEL LARIO,LECCO,6372,3020
017066,DELLO,BRESCIA,2934,1202
017163,RODENGO-SAIANO,BRESCIA,5779,2357
018144,SANT'ANGELO LOMELLINA,PAVIA,364,165
019057,MARTIGNANA DI PO,CREMONA,925,458
018026,CAMPOSPINOSO,PAVIA,607,301
020071,BORGO VIRGILIO,MANTOVA,7649,3684
015114,INZAGO,MILANO,6353,2791
018115,PINAROLO PO,PAVIA,1002,502
013136,LURAGO D'ERBA,COMO,3408,1426
014017,CERCINO,SONDRIO,398,169
018079,LANGOSCO,PAVIA,183,99
018187,ZENEVREDO,PAVIA,249,121
012117,SALTRIO,VARESE,1531,606
014067,TORRE DI SANTA MARIA,SONDRIO,478,212
017028,BRENO,BRESCIA,3017,1431
019021,CASALMAGGIORE,CREMONA,7243,3806
018025,CALVIGNANO,PAVIA,75,44
097064,PARLASCO,LECCO,104,40
015176,POGLIANO MILANESE,MILANO,4718,2027
014016,CEDRASCO,SONDRIO,269,134
016094,ENTRATICO,BERGAMO,989,450
016153,OSIO SOTTO,BERGAMO,6651,2839
020017,CASTIGLIONE DELLE STIVIERE,MANTOVA,10047,4532
014023,COLORINA,SONDRIO,764,338
017114,MONTIRONE,BRESCIA,2917,1066
097040,INTROBIO,LECCO,1256,603
017156,PROVAGLIO D'ISEO,BRESCIA,3960,1600
108036,ORNAGO,MONZA E DELLA BRIANZA,2897,1128
097049,MISSAGLIA,LECCO,4964,2046
108022,CORREZZANA,MONZA E DELLA BRIANZA,1633,648
017025,BOVEZZO,BRESCIA,4607,2058
016213,TERNO D'ISOLA,BERGAMO,3723,1598
014041,MELLO,SONDRIO,477,174
016226,VALLEVE,BERGAMO,76,36
016182,ROGNO,BERGAMO,2549,1031
014029,FORCOLA,SONDRIO,406,186
012025,BUGUGGIATE,VARESE,1832,871
012036,CASALE LITTA,VARESE,1409,609
098037,MASSALENGO,LODI,2643,1082
020072,BORGO MANTOVANO,MANTOVA,3068,1368
016252,SANT'OMOBONO TERME,BERGAMO,2183,1043
014027,DUBINO,SONDRIO,2016,981
013234,VALSOLDA,COMO,798,304
015144,MESERO,MILANO,2276,934
015236,VERNATE,MILANO,1621,636
018074,GOLFERENZO,PAVIA,102,50
097082,VALGREGHENTINO,LECCO,2081,905
014040,MAZZO DI VALTELLINA,SONDRIO,571,271
018092,MEZZANINO,PAVIA,832,396
017011,BARBARIGA,BRESCIA,1289,564
018003,ALBONESE,PAVIA,316,165
016044,CALCIO,BERGAMO,2817,1733
013217,SORMANO,COMO,360,157
018109,PARONA,PAVIA,967,447
015038,BUSCATE,MILANO,2409,1006
017165,RONCADELLE,BRESCIA,5278,2274
013022,BEREGAZZO CON FIGLIARO,COMO,1513,657
020073,BORGOCARBONARA,MANTOVA,1187,541
013003,ALBAVILLA,COMO,4263,1850
013248,SAN SIRO,COMO,993,422
012079,GORLA MINORE,VARESE,4359,1951
016174,PREDORE,BERGAMO,1093,717
016051,CAPRIATE SAN GERVASIO,BERGAMO,4414,2087
019014,CAPPELLA DE' PICENARDI,CREMONA,172,95
019041,DOVERA,CREMONA,2283,988
019024,CASTEL GABBIANO,CREMONA,221,116
016065,CASTRO,BERGAMO,871,443
012142,MACCAGNO CON PINO E VEDDASCA,VARESE,1233,544
016056,CARONA,BERGAMO,157,90
015200,SANTO STEFANO TICINO,MILANO,2701,997
017151,POZZOLENGO,BRESCIA,1753,769
016227,VALNEGRA,BERGAMO,106,57
017095,LOZIO,BRESCIA,248,132
018054,CORANA,PAVIA,408,174
018077,INVERNO E MONTELEONE,PAVIA,798,391
012063,CUVIO,VARESE,948,432
018019,BORNASCO,PAVIA,1312,483
019047,GENIVOLTA,CREMONA,581,304
016007,ALMENNO SAN SALVATORE,BERGAMO,3079,1537
018044,CERETTO LOMELLINA,PAVIA,91,35
097006,BARZANO',LECCO,2936,1225
015170,PERO,MILANO,6372,2391
015204,SEDRIANO,MILANO,6670,2719
013254,CENTRO VALLE INTELVI,COMO,2026,822
016158,PARRE,BERGAMO,1718,739
017055,CIVIDATE CAMUNO,BRESCIA,1652,700
017140,PERTICA BASSA,BRESCIA,316,161
013040,CAMPIONE D'ITALIA,COMO,253,175
015167,PANTIGLIATE,MILANO,3239,1376
016046,CALUSCO D'ADDA,BERGAMO,4534,1899
019018,CASALETTO CEREDANO,CREMONA,693,323
017102,MANERBA DEL GARDA,BRESCIA,2245,969
018023,BRESSANA BOTTARONE,PAVIA,1906,906
019026,CASTELVERDE,CREMONA,3259,1761
015191,SAN COLOMBANO AL LAMBRO,MILANO,4486,2249
020036,MONZAMBANO,MANTOVA,2176,910
014030,FUSINE,SONDRIO,346,151
014057,SAMOLACO,SONDRIO,1523,641
013101,FIGINO SERENZA,COMO,3021,1254
097054,MONTICELLO BRIANZA,LECCO,2539,1210
013042,CANZO,COMO,3330,1495
016006,ALMENNO SAN BARTOLOMEO,BERGAMO,3177,1458
020063,SOLFERINO,MANTOVA,1410,687
018083,LOMELLO,PAVIA,1104,621
012015,BISUSCHIO,VARESE,2327,949
013043,CAPIAGO INTIMIANO,COMO,3596,1505
098003,BOFFALORA D'ADDA,LODI,1095,462
018014,BEREGUARDO,PAVIA,1513,605
108039,SEREGNO,MONZA E DELLA BRIANZA,25365,10808
020038,OSTIGLIA,MANTOVA,3573,1682
016191,SANTA BRIGIDA,BERGAMO,325,152
018113,PIEVE DEL CAIRO,PAVIA,1069,641
014068,TOVO DI SANT'AGATA,SONDRIO,343,152
012084,ISPRA,VARESE,2852,1401
015182,RHO,MILANO,29762,13195
020057,SAN GIORGIO BIGARELLO,MANTOVA,6387,2828
019013,CAPPELLA CANTONE,CREMONA,310,141
016050,CAPIZZONE,BERGAMO,705,347
012109,ORIGGIO,VARESE,4308,1605
014056,ROGOLO,SONDRIO,288,137
098048,SAN MARTINO IN STRADA,LODI,2298,956
020014,CASTEL D'ARIO,MANTOVA,2204,904
016242,VILLONGO,BERGAMO,3999,2239
017153,PRESEGLIE,BRESCIA,801,372
017141,PEZZAZE,BRESCIA,878,426
016017,AZZONE,BERGAMO,248,105
108041,SOVICO,MONZA E DELLA BRIANZA,4916,2049
018084,LUNGAVILLA,PAVIA,1353,644
015101,DRESANO,MILANO,1717,749
017093,LONGHENA,BRESCIA,370,163
016031,BONATE SOTTO,BERGAMO,3421,1468
017022,BORNO,BRESCIA,1649,760
015181,RESCALDINA,MILANO,7483,3253
019006,BONEMERSE,CREMONA,890,493
015078,CISLIANO,MILANO,2556,988
016171,PONTIDA,BERGAMO,1669,694
016240,VILLA DI SERIO,BERGAMO,3645,1657
020029,MAGNACAVALLO,MANTOVA,791,337
019082,RIPALTA GUERINA,CREMONA,330,144
016076,CIVIDATE AL PIANO,BERGAMO,2683,1786
016033,BOSSICO,BERGAMO,625,271
108028,LISSONE,MONZA E DELLA BRIANZA,24829,11057
018173,VELLEZZO BELLINI,PAVIA,1560,660
016080,COLZATE,BERGAMO,845,414
018185,ZECCONE,PAVIA,871,341
013119,LAGLIO,COMO,530,218
019048,GERRE DE' CAPRIOLI,CREMONA,759,402
016186,ROTA D'IMAGNA,BERGAMO,520,255
015139,MEDIGLIA,MILANO,6334,2728
016025,BERZO SAN FERMO,BERGAMO,624,279
017188,TRAVAGLIATO,BRESCIA,7721,3244
017105,MARMENTINO,BRESCIA,380,150
017123,OME,BRESCIA,1938,820
098023,CORNOVECCHIO,LODI,121,50
016146,OLTRE IL COLLE,BERGAMO,499,280
012018,BREGANO,VARESE,450,199
015221,TREZZO SULL'ADDA,MILANO,6824,3171
014058,SAN GIACOMO FILIPPO,SONDRIO,200,88
012096,MALNATE,VARESE,8998,4222
018089,MENCONICO,PAVIA,200,140
017186,TORBOLE CASAGLIA,BRESCIA,3522,1431
017104,MARCHENO,BRESCIA,2267,949
016005,ALME',BERGAMO,3029,1422
016075,CISERANO,BERGAMO,2664,1111
097071,ROBBIATE,LECCO,3492,1511
018075,GRAVELLONA LOMELLINA,PAVIA,1405,643
019068,PERSICO DOSIMO,CREMONA,1930,964
019045,GABBIONETA BINANUOVA,CREMONA,471,243
017118,NIARDO,BRESCIA,1179,522
017040,CASTEGNATO,BRESCIA,4835,1978
097047,MARGNO,LECCO,234,82
020043,POMPONESCO,MANTOVA,805,397
018104,OLEVANO DI LOMELLINA,PAVIA,331,121
017082,IDRO,BRESCIA,1018,430
097009,BOSISIO PARINI,LECCO,2171,894
013157,MONTORFANO,COMO,1623,619
017038,CAPRIOLO,BRESCIA,5110,2990
098022,CORNO GIOVINE,LODI,606,281
016147,OLTRESSENDA ALTA,BERGAMO,103,49
017076,GARGNANO,BRESCIA,1467,771
016144,NEMBRO,BERGAMO,6083,2936
013046,CARIMATE,COMO,2499,1031
015251,VERMEZZO CON ZELO,MILANO,2837,1039
013211,SCHIGNANO,COMO,503,150
016062,CASTELLI CALEPIO,BERGAMO,5600,3237
012103,MONTEGRINO VALTRAVAGLIA,VARESE,704,287
012064,DAVERIO,VARESE,1782,772
097075,SIRONE,LECCO,1490,607
020064,SUSTINENTE,MANTOVA,1182,530
018184,ZAVATTARELLO,PAVIA,585,376
020003,BAGNOLO SAN VITO,MANTOVA,3051,1361
019064,OSTIANO,CREMONA,1537,812
013011,ARGEGNO,COMO,345,120
014037,LIVIGNO,SONDRIO,2218,649
020051,RODIGO,MANTOVA,2826,1440
017200,VILLACHIARA,BRESCIA,773,355
016001,ADRARA SAN MARTINO,BERGAMO,967,552
012019,BRENTA,VARESE,958,407
012133,VARESE,VARESE,45278,23517
020008,CANNETO SULL'OGLIO,MANTOVA,2169,1016
019049,GOMBITO,CREMONA,351,184
019028,CELLA DATI,CREMONA,319,163
012006,AZZATE,VARESE,2582,1139
013218,STAZZONA,COMO,353,153
012143,CADREZZATE CON OSMATE,VARESE,1261,480
015224,TRUCCAZZANO,MILANO,2994,1288
013239,VERCANA,COMO,425,205
012126,TERNATE,VARESE,1455,657
108049,VILLASANTA,MONZA E DELLA BRIANZA,8370,3709
016052,CAPRINO BERGAMASCO,BERGAMO,1554,692
017119,NUVOLENTO,BRESCIA,1832,820
019112,VAILATE,CREMONA,2503,1208
017050,CETO,BRESCIA,1184,521
012099,MARZIO,VARESE,179,90
015046,CANEGRATE,MILANO,6652,2968
017149,PONTEVICO,BRESCIA,4263,2347
017065,DARFO BOARIO TERME,BRESCIA,9087,3903
013107,GERA LARIO,COMO,527,265
012124,SUMIRAGO,VARESE,3388,1451
016009,AMBIVERE,BERGAMO,1306,622
016100,FIORANO AL SERIO,BERGAMO,1579,820
019108,TORRICELLA DEL PIZZO,CREMONA,278,136
018135,SAN GENESIO ED UNITI,PAVIA,2429,1198
097017,CASSAGO BRIANZA,LECCO,2574,1066
098038,MELETI,LODI,315,171
098045,PIEVE FISSIRAGA,LODI,953,436
017195,VEROLANUOVA,BRESCIA,4677,2079
020062,SERRAVALLE A PO,MANTOVA,842,393
013032,BRUNATE,COMO,960,412
017057,COLLEBEATO,BRESCIA,3121,1483
013063,CERANO D'INTELVI,COMO,339,115
016184,RONCOBELLO,BERGAMO,229,137
016115,GORLE,BERGAMO,3692,1749
012038,CASCIAGO,VARESE,2208,1110
108050,VIMERCATE,MONZA E DELLA BRIANZA,15301,6775
012067,FAGNANO OLONA,VARESE,6493,2946
012125,TAINO,VARESE,1877,820
017176,SELLERO,BRESCIA,945,418
016163,PIARIO,BERGAMO,736,352
018013,BELGIOIOSO,PAVIA,3500,1851
015168,PARABIAGO,MILANO,15125,6724
020007,BOZZOLO,MANTOVA,1983,1066
020013,CASTELBELFORTE,MANTOVA,1560,611
018108,PANCARANA,PAVIA,178,93
018040,CASTELNOVETTO,PAVIA,270,130
012105,MORAZZONE,VARESE,2380,1060
012039,CASORATE SEMPIONE,VARESE,2941,1358
019080,RIPALTA ARPINA,CREMONA,563,253
097020,CERNUSCO LOMBARDONE,LECCO,2210,1013
015142,MELZO,MILANO,10537,4898
018150,SIZIANO,PAVIA,3362,1476
020021,CURTATONE,MANTOVA,8302,4060
012033,CARNAGO,VARESE,3532,1553
016193,SARNICO,BERGAMO,3671,2371
012072,GAVIRATE,VARESE,5363,2571
013228,UGGIATE-TREVANO,COMO,2763,1108
098040,MONTANASO LOMBARDO,LODI,1457,635
015188,ROSATE,MILANO,3074,1258
015195,SAN GIULIANO MILANESE,MILANO,19437,8172
018039,CASTELLO D'AGOGNA,PAVIA,581,276
016130,LUZZANA,BERGAMO,492,227
097037,GARBAGNATE MONASTERO,LECCO,1587,640
017203,VISANO,BRESCIA,1068,483
014059,SERNIO,SONDRIO,295,131
098017,CAVENAGO D'ADDA,LODI,1189,526
012076,GERMIGNAGA,VARESE,1929,854
014034,GROSOTTO,SONDRIO,1020,576
017109,MONIGA DEL GARDA,BRESCIA,1226,523
012051,CITTIGLIO,VARESE,2092,935
015035,BUBBIANO,MILANO,1215,432
108008,BESANA IN BRIANZA,MONZA E DELLA BRIANZA,9277,4124
097014,CARENNO,LECCO,862,390
016202,SORISOLE,BERGAMO,4694,2254
012040,CASSANO MAGNAGO,VARESE,11441,5283
016124,LEFFE,BERGAMO,2539,1310
017070,ESINE,BRESCIA,3075,1311
018158,TORRE DE' NEGRI,PAVIA,197,98
014013,CASPOGGIO,SONDRIO,830,355
016127,LOCATELLO,BERGAMO,432,199
013087,DIZZASCO,COMO,502,267
019073,PIERANICA,CREMONA,643,272
012014,BIANDRONNO,VARESE,1823,813
015172,PESSANO CON BORNAGO,MILANO,4964,2027
012054,COMABBIO,VARESE,609,261
018007,BAGNARIA,PAVIA,358,218
016134,MEZZOLDO,BERGAMO,97,56
018119,REA,PAVIA,245,131
013090,DONGO,COMO,1978,972
017155,PREVALLE,BRESCIA,2878,1232
015159,OPERA,MILANO,8156,3956
018143,SANTA MARIA DELLA VERSA,PAVIA,1217,531
016201,SONGAVAZZO,BERGAMO,475,198
017013,BASSANO BRESCIANO,BRESCIA,1216,516
108054,LENTATE SUL SEVESO,MONZA E DELLA BRIANZA,8875,3879
097031,DOLZAGO,LECCO,1635,623
