CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2
017088,LENO,BRESCIA,8081,3625
014055,RASURA,SONDRIO,174,72
108027,LIMBIATE,MONZA E DELLA BRIANZA,18727,8426
013087,DIZZASCO,COMO,523,269
017127,OSPITALETTO,BRESCIA,8821,3257
019050,GRONTARDO,CREMONA,944,433
020060,SCHIVENOGLIA,MANTOVA,801,431
018108,PANCARANA,PAVIA,186,95
017048,CELLATICA,BRESCIA,3279,1499
020045,PORTO MANTOVANO,MANTOVA,9308,4271
016213,TERNO D'ISOLA,BERGAMO,4138,1690
012025,BUGUGGIATE,VARESE,1928,911
015204,SEDRIANO,MILANO,7076,2916
020021,CURTATONE,MANTOVA,8826,4281
015157,NOVATE MILANESE,MILANO,12766,5398
016229,VALTORTA,BERGAMO,147,70
016032,BORGO DI TERZO,BERGAMO,598,290
012012,BESNATE,VARESE,3189,1483
016207,STEZZANO,BERGAMO,7757,3424
016019,BARBATA,BERGAMO,402,167
097082,VALGREGHENTINO,LECCO,2178,977
012027,CADEGLIANO-VICONAGO,VARESE,1137,517
014047,PEDESINA,SONDRIO,25,15
015168,PARABIAGO,MILANO,16427,7171
017132,PAITONE,BRESCIA,1101,472
017069,ERBUSCO,BRESCIA,5104,1918
018003,ALBONESE,PAVIA,332,172
015027,BOLLATE,MILANO,24066,9857
012099,MARZIO,VARESE,188,92
016169,PONTERANICA,BERGAMO,4012,2117
013223,TORNO,COMO,711,335
012133,VARESE,VARESE,47954,24460
098005,BORGO SAN GIOVANNI,LODI,1427,594
013165,OLGIATE COMASCO,COMO,7114,3168
097090,VIGANO',LECCO,1316,605
016016,AZZANO SAN PAOLO,BERGAMO,4471,2058
012079,GORLA MINORE,VARESE,4647,2091
018178,VILLA BISCOSSI,PAVIA,32,25
017114,MONTIRONE,BRESCIA,3213,1125
019099,SOSPIRO,CREMONA,2188,1477
012008,BARASSO,VARESE,1086,577
018077,INVERNO E MONTELEONE,PAVIA,843,434
013147,MERONE,COMO,2773,1016
012040,CASSANO MAGNAGO,VARESE,12216,5630
020037,MOTTEGGIANA,MANTOVA,1287,498
018134,SAN DAMIANO AL COLLE,PAVIA,389,158
016057,CARVICO,BERGAMO,2760,1136
018034,CASORATE PRIMO,PAVIA,4963,1769
016077,CLUSONE,BERGAMO,5839,2900
012137,VENEGONO SUPERIORE,VARESE,4241,1787
016017,AZZONE,BERGAMO,257,111
017063,CORTENO GOLGI,BRESCIA,1227,502
098044,OSSAGO LODIGIANO,LODI,896,362
097020,CERNUSCO LOMBARDONE,LECCO,2356,1096
016044,CALCIO,BERGAMO,2963,1761
015014,BASIANO,MILANO,2132,866
015221,TREZZO SULL'ADDA,MILANO,7180,3368
012024,BRUSIMPIANO,VARESE,541,214
014065,TEGLIO,SONDRIO,2752,1389
108015,CARATE BRIANZA,MONZA E DELLA BRIANZA,10989,5156
018144,SANT'ANGELO LOMELLINA,PAVIA,398,173
015101,DRESANO,MILANO,1923,805
108030,MEDA,MONZA E DELLA BRIANZA,14138,6182
017091,LOGRATO,BRESCIA,2369,957
016060,CASNIGO,BERGAMO,1826,887
013152,MOLTRASIO,COMO,1027,401
097031,DOLZAGO,LECCO,1714,637
013161,NESSO,COMO,693,295
019037,CREMOSANO,CREMONA,1034,407
013114,GUANZATE,COMO,3522,1452
012118,SAMARATE,VARESE,9135,4146
016024,BERGAMO,BERGAMO,71828,38195
018092,MEZZANINO,PAVIA,866,410
017032,CALCINATO,BRESCIA,6800,2565
019047,GENIVOLTA,CREMONA,652,316
012030,CANTELLO,VARESE,2829,1297
097010,BRIVIO,LECCO,2882,1349
016150,ORIO AL SERIO,BERGAMO,966,405
017029,BRESCIA,BRESCIA,122888,56303
017167,RUDIANO,BRESCIA,3166,1675
016076,CIVIDATE AL PIANO,BERGAMO,2977,1826
018087,MARZANO,PAVIA,847,354
016015,AVIATICO,BERGAMO,289,139
012062,CUVEGLIO,VARESE,1860,774
016172,PONTIROLO NUOVO,BERGAMO,2710,1199
017097,MACLODIO,BRESCIA,874,355
108025,LAZZATE,MONZA E DELLA BRIANZA,4666,1968
016224,VALBREMBO,BERGAMO,2493,1117
013201,ROVELLASCA,COMO,4659,1996
013254,CENTRO VALLE INTELVI,COMO,2118,853
018014,BEREGUARDO,PAVIA,1648,630
012033,CARNAGO,VARESE,3823,1692
020026,GOITO,MANTOVA,5454,2429
018035,CASSOLNOVO,PAVIA,3728,1536
015251,VERMEZZO CON ZELO,MILANO,3064,1125
012070,GALLARATE,VARESE,28381,13649
014076,VERVIO,SONDRIO,116,52
018046,CERTOSA DI PAVIA,PAVIA,3123,1251
016038,BREMBATE DI SOPRA,BERGAMO,4517,2099
017096,LUMEZZANE,BRESCIA,13515,5555
016114,GORLAGO,BERGAMO,2945,1313
019063,OLMENETA,CREMONA,565,252
097029,CREMENO,LECCO,970,456
013188,PONTE LAMBRO,COMO,2816,1270
108005,BARLASSINA,MONZA E DELLA BRIANZA,4285,1989
017054,CIMBERGO,BRESCIA,370,162
013041,CANTU',COMO,25012,10488
012110,ORINO,VARESE,439,204
098052,SECUGNAGO,LODI,1236,509
018191,CORNALE E BASTIDA,PAVIA,479,241
018165,TROVO,PAVIA,552,203
016047,CALVENZANO,BERGAMO,2623,1175
018043,CERANOVA,PAVIA,1101,464
012001,AGRA,VARESE,193,79
015062,CASTANO PRIMO,MILANO,5909,2714
097053,MONTEVECCHIA,LECCO,1634,704
013203,SALA COMACINA,COMO,343,197
012064,DAVERIO,VARESE,1879,817
017148,PONTE DI LEGNO,BRESCIA,1065,416
016117,GRASSOBBIO,BERGAMO,3561,1440
018062,FERRERA ERBOGNONE,PAVIA,594,310
020019,CERESARA,MANTOVA,1411,630
108055,RONCELLO,MONZA E DELLA BRIANZA,2570,903
098020,COMAZZO,LODI,1208,443
012141,SANGIANO,VARESE,792,358
018023,BRESSANA BOTTARONE,PAVIA,2049,935
014030,FUSINE,SONDRIO,366,160
018017,BORGORATTO MORMOROLO,PAVIA,202,111
019025,CASTELLEONE,CREMONA,5781,2962
016127,LOCATELLO,BERGAMO,469,212
012128,TRAVEDONA-MONATE,VARESE,2268,1058
020042,POGGIO RUSCO,MANTOVA,3697,1461
016008,ALZANO LOMBARDO,BERGAMO,7610,3587
018186,ZEME,PAVIA,546,274
016020,BARIANO,BERGAMO,2428,1081
019097,SONCINO,CREMONA,4674,3044
018181,VISTARINO,PAVIA,765,350
018007,BAGNARIA,PAVIA,371,219
016089,CURNO,BERGAMO,4623,2235
108053,CORNATE D'ADDA,MONZA E DELLA BRIANZA,6100,2628
018135,SAN GENESIO ED UNITI,PAVIA,2619,1235
014043,MESE,SONDRIO,1029,455
017122,OFFLAGA,BRESCIA,2311,991
017193,VALLIO TERME,BRESCIA,793,363
015096,CUGGIONO,MILANO,4564,1906
019009,CALVATONE,CREMONA,629,307
098041,MULAZZANO,LODI,3633,1434
015060,CASSINA DE' PECCHI,MILANO,8234,3614
018033,CASEI GEROLA,PAVIA,1482,779
016182,ROGNO,BERGAMO,2601,1112
015019,BERNATE TICINO,MILANO,1785,722
017186,TORBOLE CASAGLIA,BRESCIA,3862,1510
016120,GRUMELLO DEL MONTE,BERGAMO,4605,1937
020058,SAN GIOVANNI DEL DOSSO,MANTOVA,708,276
012085,JERAGO CON ORAGO,VARESE,3034,1345
016246,ZOGNO,BERGAMO,5363,2658
098054,SOMAGLIA,LODI,2313,922
017094,LOSINE,BRESCIA,390,197
017146,POMPIANO,BRESCIA,2206,918
108042,SULBIATE,MONZA E DELLA BRIANZA,2567,998
018148,SEMIANA,PAVIA,118,60
016005,ALME',BERGAMO,3224,1539
020033,MARMIROLO,MANTOVA,4273,1914
015015,BASIGLIO,MILANO,4692,1862
013012,AROSIO,COMO,3300,1466
098053,SENNA LODIGIANA,LODI,1148,467
016135,MISANO DI GERA D'ADDA,BERGAMO,1709,751
097039,IMBERSAGO,LECCO,1524,686
014039,MANTELLO,SONDRIO,424,189
017066,DELLO,BRESCIA,3206,1253
016048,CAMERATA CORNELLO,BERGAMO,326,154
097007,BARZIO,LECCO,810,386
018114,PIEVE PORTO MORONE,PAVIA,1423,687
013110,GRANDATE,COMO,1841,811
015046,CANEGRATE,MILANO,7178,3166
018045,CERGNAGO,PAVIA,411,198
017120,NUVOLERA,BRESCIA,2580,1089
017178,SERLE,BRESCIA,1650,766
013234,VALSOLDA,COMO,841,322
014035,MADESIMO,SONDRIO,278,148
016136,MOIO DE' CALVI,BERGAMO,112,65
017083,INCUDINE,BRESCIA,220,104
014062,SPRIANA,SONDRIO,49,19
097086,VERCURAGO,LECCO,1898,934
018042,CECIMA,PAVIA,148,100
019085,ROBECCO D'OGLIO,CREMONA,1393,764
016034,BOTTANUCO,BERGAMO,2790,1167
012089,LONATE CEPPINO,VARESE,2776,1160
013218,STAZZONA,COMO,375,160
018193,COLLI VERDI,PAVIA,691,405
018012,BATTUDA,PAVIA,359,142
016146,OLTRE IL COLLE,BERGAMO,530,288
017014,BEDIZZOLE,BRESCIA,6515,2524
018096,MONTECALVO VERSIGGIA,PAVIA,273,124
015011,ASSAGO,MILANO,5446,2141
018089,MENCONICO,PAVIA,204,143
108004,ARCORE,MONZA E DELLA BRIANZA,10727,4591
020027,GONZAGA,MANTOVA,4769,2087
014012,CAMPODOLCINO,SONDRIO,549,243
018030,CARBONARA AL TICINO,PAVIA,873,369
013042,CANZO,COMO,3475,1538
019074,PIEVE D'OLMI,CREMONA,804,402
017053,CIGOLE,BRESCIA,886,383
018052,CONFIENZA,PAVIA,787,340
097046,MANDELLO DEL LARIO,LECCO,6711,3240
012071,GALLIATE LOMBARDO,VARESE,580,267
016087,COVO,BERGAMO,2247,914
097072,ROGENO,LECCO,2099,818
019013,CAPPELLA CANTONE,CREMONA,339,147
019028,CELLA DATI,CREMONA,337,163
018076,GROPELLO CAIROLI,PAVIA,2638,1085
013092,DOSSO DEL LIRO,COMO,126,51
020066,VIADANA,MANTOVA,9211,4166
019089,SAN DANIELE PO,CREMONA,870,438
098019,CODOGNO,LODI,9645,4441
015009,ARESE,MILANO,12655,5222
012047,CASTRONNO,VARESE,3041,1370
016156,PALAZZAGO,BERGAMO,2431,1049
015105,GARBAGNATE MILANESE,MILANO,15433,6855
016189,SAN PAOLO D'ARGON,BERGAMO,2985,1127
016131,MADONE,BERGAMO,2085,896
017073,GAMBARA,BRESCIA,2786,1295
014045,MORBEGNO,SONDRIO,7810,3816
108008,BESANA IN BRIANZA,MONZA E DELLA BRIANZA,9746,4512
018081,LINAROLO,PAVIA,1702,782
098056,TAVAZZANO CON VILLAVESCO,LODI,3771,1526
097034,ERVE,LECCO,453,220
017003,AGNOSINE,BRESCIA,1038,439
018008,BARBIANELLO,PAVIA,454,203
016197,SELVINO,BERGAMO,1118,505
017123,OME,BRESCIA,2091,855
019088,SAN BASSANO,CREMONA,1530,942
017187,TOSCOLANO-MADERNO,BRESCIA,4185,2051
012049,CAZZAGO BRABBIA,VARESE,449,212
016092,DOSSENA,BERGAMO,533,289
017201,VILLANUOVA SUL CLISI,BRESCIA,3394,1601
017153,PRESEGLIE,BRESCIA,894,378
013047,CARLAZZO,COMO,1630,505
015012,BAREGGIO,MILANO,10543,4660
018115,PINAROLO PO,PAVIA,1047,520
015005,ALBAIRATE,MILANO,2795,1142
016187,ROVETTA,BERGAMO,2751,1197
017024,BOVEGNO,BRESCIA,1205,522
015179,PREGNANA MILANESE,MILANO,4462,1928
015159,OPERA,MILANO,8810,4073
019116,PIADENA DRIZZONA,CREMONA,2224,1177
013015,BARNI,COMO,333,122
017141,PEZZAZE,BRESCIA,928,431
097036,GALBIATE,LECCO,5517,2625
016075,CISERANO,BERGAMO,2890,1191
018151,SOMMO,PAVIA,747,326
018145,SAN ZENONE AL PO,PAVIA,291,154
014029,FORCOLA,SONDRIO,447,202
015007,ARCONATE,MILANO,3747,1690
016236,VIGANO SAN MARTINO,BERGAMO,691,306
017050,CETO,BRESCIA,1256,580
108045,VAREDO,MONZA E DELLA BRIANZA,8034,3647
019012,CAPERGNANICA,CREMONA,1371,613
015236,VERNATE,MILANO,1829,672
097060,OLIVETO LARIO,LECCO,769,382
012068,FERNO,VARESE,3559,1510
098049,SAN ROCCO AL PORTO,LODI,1806,730
018085,MAGHERNO,PAVIA,1021,479
015146,MILANO,MILANO,794602,344178
108016,CARNATE,MONZA E DELLA BRIANZA,4598,1975
019110,TRIGOLO,CREMONA,1078,605
016218,TRESCORE BALNEARIO,BERGAMO,5247,2326
097006,BARZANO',LECCO,3085,1362
012140,VIZZOLA TICINO,VARESE,292,129
018192,CORTEOLONA E GENZONE,PAVIA,1348,634
014019,CHIESA IN VALMALENCO,SONDRIO,1529,680
013113,GRIANTE,COMO,387,168
018105,OLIVA GESSI,PAVIA,111,49
015248,VILLA CORTESE,MILANO,3762,1746
019101,SPINEDA,CREMONA,298,158
020013,CASTELBELFORTE,MANTOVA,1669,658
016069,CENATE SOTTO,BERGAMO,2070,834
013021,BENE LARIO,COMO,188,59
016216,TORRE DE' ROVERI,BERGAMO,1427,595
013207,SAN NAZZARO VAL CAVARGNA,COMO,181,57
016245,ZANICA,BERGAMO,4946,2067
020039,PEGOGNAGA,MANTOVA,3839,1753
020044,PONTI SUL MINCIO,MANTOVA,1071,409
015026,BOFFALORA SOPRA TICINO,MILANO,2486,969
012087,LAVENO-MOMBELLO,VARESE,5381,2609
018025,CALVIGNANO,PAVIA,79,49
013065,CERNOBBIO,COMO,4161,1765
017095,LOZIO,BRESCIA,257,137
108031,MEZZAGO,MONZA E DELLA BRIANZA,2418,984
017197,VESTONE,BRESCIA,2413,1036
019114,VOLONGO,CREMONA,269,121
017006,ANGOLO TERME,BRESCIA,1600,757
012117,SALTRIO,VARESE,1658,635
097077,SUEGLIO,LECCO,81,43
016153,OSIO SOTTO,BERGAMO,6991,2994
015097,CUSAGO,MILANO,2516,1072
013227,TURATE,COMO,5415,2147
020065,SUZZARA,MANTOVA,10968,4998
017012,BARGHE,BRESCIA,721,305
016165,PIAZZATORRE,BERGAMO,235,119
019040,DEROVERE,CREMONA,179,93
014003,ANDALO VALTELLINO,SONDRIO,329,153
020059,SAN MARTINO DALL'ARGINE,MANTOVA,934,484
018095,MONTEBELLO DELLA BATTAGLIA,PAVIA,940,496
013005,ALBIOLO,COMO,1564,632
015072,CERRO MAGGIORE,MILANO,8799,4036
015024,BINASCO,MILANO,4501,2001
014052,PONTE IN VALTELLINA,SONDRIO,1540,814
013102,FINO MORNASCO,COMO,5850,2471
015202,SAN ZENONE AL LAMBRO,MILANO,2697,1109
012120,SESTO CALENDE,VARESE,5927,2761
013236,VELESO,COMO,110,58
014002,ALBOSAGGIA,SONDRIO,2019,876
014060,SONDALO,SONDRIO,2459,1350
019096,SOLAROLO RAINERIO,CREMONA,554,283
013034,BULGAROGRASSO,COMO,2423,1002
019046,GADESCO PIEVE DELMONA,CREMONA,1125,527
016042,BRUSAPORTO,BERGAMO,3148,1312
016152,OSIO SOPRA,BERGAMO,3138,1226
012016,BODIO LOMNAGO,VARESE,1450,733
012017,BREBBIA,VARESE,1892,859
014014,CASTELLO DELL'ACQUA,SONDRIO,378,204
019091,SAN MARTINO DEL LAGO,CREMONA,248,134
016244,ZANDOBBIO,BERGAMO,1487,633
018067,GAMBARANA,PAVIA,116,71
018169,VALLE SALIMBENE,PAVIA,945,448
017156,PROVAGLIO D'ISEO,BRESCIA,4389,1681
018024,BRONI,PAVIA,5275,2444
017125,ORZINUOVI,BRESCIA,7265,3233
108007,BERNAREGGIO,MONZA E DELLA BRIANZA,6751,2659
016154,PAGAZZANO,BERGAMO,1182,540
016035,BRACCA,BERGAMO,389,182
019019,CASALETTO DI SOPRA,CREMONA,280,139
013136,LURAGO D'ERBA,COMO,3543,1470
013089,DOMASO,COMO,917,422
018065,FRASCAROLO,PAVIA,625,318
097044,LOMAGNA,LECCO,3020,1242
016219,TREVIGLIO,BERGAMO,17860,8569
016046,CALUSCO D'ADDA,BERGAMO,4813,2081
019004,AZZANELLO,CREMONA,362,175
017004,ALFIANELLO,BRESCIA,1537,646
016139,MONTELLO,BERGAMO,1676,665
017071,FIESSE,BRESCIA,1136,508
015219,TREZZANO ROSA,MILANO,2808,1133
016232,VERDELLINO,BERGAMO,3741,1592
017027,BRAONE,BRESCIA,418,197
017135,PASPARDO,BRESCIA,403,230
018061,DORNO,PAVIA,2642,1176
016175,PREMOLO,BERGAMO,770,374
017128,OSSIMO,BRESCIA,918,441
098013,CASTELNUOVO BOCCA D'ADDA,LODI,981,470
016099,FINO DEL MONTE,BERGAMO,793,344
097069,PREMANA,LECCO,1639,692
015098,CUSANO MILANINO,MILANO,11385,5156
017171,SAN FELICE DEL BENACO,BRESCIA,1899,844
015192,SAN DONATO MILANESE,MILANO,20269,8982
012143,CADREZZATE CON OSMATE,VARESE,1337,499
016002,ADRARA SAN ROCCO,BERGAMO,461,176
016134,MEZZOLDO,BERGAMO,98,58
016106,FUIPIANO VALLE IMAGNA,BERGAMO,138,72
013139,MAGREGLIO,COMO,424,208
013010,APPIANO GENTILE,COMO,4939,2285
017059,COLOGNE,BRESCIA,4363,1779
018133,SAN CIPRIANO PO,PAVIA,232,85
019098,SORESINA,CREMONA,4890,2656
017001,ACQUAFREDDA,BRESCIA,846,315
015085,CORBETTA,MILANO,11090,4795
015158,NOVIGLIO,MILANO,2562,908
108033,MONZA,MONZA E DELLA BRIANZA,73515,34787
012097,MARCHIROLO,VARESE,1847,734
015173,PIEVE EMANUELE,MILANO,8868,3985
016250,MEDOLAGO,BERGAMO,1366,580
108019,CESANO MADERNO,MONZA E DELLA BRIANZA,21583,9736
012091,LOZZA,VARESE,703,343
015206,SENAGO,MILANO,11961,5083
019082,RIPALTA GUERINA,CREMONA,355,154
020054,SABBIONETA,MANTOVA,2057,960
016081,COMUN NUOVO,BERGAMO,2525,1090
018117,PONTE NIZZA,PAVIA,522,373
012093,LUVINATE,VARESE,856,449
017109,MONIGA DEL GARDA,BRESCIA,1347,559
018130,ROSASCO,PAVIA,312,162
097052,MONTE MARENZO,LECCO,1206,568
013095,ERBA,COMO,11122,4866
016226,VALLEVE,BERGAMO,80,40
108028,LISSONE,MONZA E DELLA BRIANZA,26622,11759
017017,BERZO INFERIORE,BRESCIA,1621,754
015170,PERO,MILANO,6829,2591
020034,MEDOLE,MANTOVA,1994,851
016093,ENDINE GAIANO,BERGAMO,2097,926
012026,BUSTO ARSIZIO,VARESE,47263,22194
012037,CASALZUIGNO,VARESE,780,352
018158,TORRE DE' NEGRI,PAVIA,205,106
017117,NAVE,BRESCIA,7260,3195
012103,MONTEGRINO VALTRAVAGLIA,VARESE,747,294
013184,PIGRA,COMO,156,49
017098,MAGASA,BRESCIA,74,42
018138,SANNAZZARO DE' BURGONDI,PAVIA,2952,1336
097061,OSNAGO,LECCO,2884,1299
016116,GORNO,BERGAMO,941,423
018053,COPIANO,PAVIA,1065,499
015140,MELEGNANO,MILANO,11190,5009
015171,PESCHIERA BORROMEO,MILANO,14711,5923
019112,VAILATE,CREMONA,2778,1247
097084,VARENNA,LECCO,454,229
015226,TURBIGO,MILANO,3865,1724
014009,BORMIO,SONDRIO,2342,1156
017169,SALE MARASINO,BRESCIA,2120,975
098026,FOMBIO,LODI,1397,553
013195,REZZAGO,COMO,203,83
013189,PORLEZZA,COMO,2613,981
014004,APRICA,SONDRIO,888,387
014067,TORRE DI SANTA MARIA,SONDRIO,512,230
018097,MONTESCANO,PAVIA,246,109
016243,VILMINORE DI SCALVE,BERGAMO,969,418
018041,CAVA MANARA,PAVIA,4410,2082
108049,VILLASANTA,MONZA E DELLA BRIANZA,8814,3936
108003,ALBIATE,MONZA E DELLA BRIANZA,3789,1552
012105,MORAZZONE,VARESE,2527,1130
017007,ARTOGNE,BRESCIA,2165,883
013052,CASLINO D'ERBA,COMO,1045,399
020016,CASTELLUCCHIO,MANTOVA,2735,1242
013193,PUSIANO,COMO,916,377
108046,VEDANO AL LAMBRO,MONZA E DELLA BRIANZA,4987,2496
015032,BRESSO,MILANO,15359,7704
019106,TORNATA,CREMONA,199,99
017049,CERVENO,BRESCIA,460,223
018093,MIRADOLO TERME,PAVIA,2128,1000
018090,MEZZANA BIGLI,PAVIA,587,351
016161,PEIA,BERGAMO,958,390
015112,GUDO VISCONTI,MILANO,924,354
018152,SPESSA,PAVIA,293,137
019068,PERSICO DOSIMO,CREMONA,2108,976
016037,BREMBATE,BERGAMO,4510,1941
108034,MUGGIO',MONZA E DELLA BRIANZA,13506,5809
019034,CREDERA RUBBIANO,CREMONA,1022,468
013138,LURATE CACCIVIO,COMO,5832,2589
015016,BELLINZAGO LOMBARDO,MILANO,2273,1018
017196,VEROLAVECCHIA,BRESCIA,2286,951
014066,TIRANO,SONDRIO,5939,2997
015040,BUSSERO,MILANO,5311,2365
097063,PAGNONA,LECCO,215,94
016179,RANZANICO,BERGAMO,724,328
018188,ZERBO,PAVIA,234,109
018098,MONTESEGALE,PAVIA,145,81
018129,RONCARO,PAVIA,777,345
017182,SULZANO,BRESCIA,1137,445
013120,LAINO,COMO,291,99
016029,BOLTIERE,BERGAMO,3205,1281
016221,UBIALE CLANEZZO,BERGAMO,840,392
015181,RESCALDINA,MILANO,8108,3546
015113,INVERUNO,MILANO,5118,2189
018122,RIVANAZZANO TERME,PAVIA,3080,1658
018038,CASTELLETTO DI BRANDUZZO,PAVIA,626,303
097018,CASSINA VALSASSINA,LECCO,349,142
013245,VILLA GUARDIA,COMO,4880,2110
098047,SAN FIORANO,LODI,1158,457
018094,MONTALTO PAVESE,PAVIA,445,212
017137,PAVONE DEL MELLA,BRESCIA,1591,690
013206,SAN FERMO DELLA BATTAGLIA,COMO,4986,2122
019093,SCANDOLARA RIPA D'OGLIO,CREMONA,326,159
012022,BRISSAGO-VALTRAVAGLIA,VARESE,657,266
018083,LOMELLO,PAVIA,1148,637
016090,CUSIO,BERGAMO,163,84
015081,COLOGNO MONZESE,MILANO,26673,11784
020012,CASALROMANO,MANTOVA,763,339
017194,VALVESTINO,BRESCIA,100,50
015200,SANTO STEFANO TICINO,MILANO,2907,1081
013242,VERTEMATE CON MINOPRIO,COMO,2416,1038
018044,CERETTO LOMELLINA,PAVIA,98,39
012073,GAZZADA SCHIANNO,VARESE,2763,1325
108029,MACHERIO,MONZA E DELLA BRIANZA,4477,1917
020063,SOLFERINO,MANTOVA,1521,717
016053,CARAVAGGIO,BERGAMO,9562,4326
012078,GORLA MAGGIORE,VARESE,3026,1362
013197,RODERO,COMO,682,264
019048,GERRE DE' CAPRIOLI,CREMONA,819,412
017086,ISORELLA,BRESCIA,2304,1072
017040,CASTEGNATO,BRESCIA,5318,2075
016104,FORESTO SPARSO,BERGAMO,1728,675
016055,CAROBBIO DEGLI ANGELI,BERGAMO,2492,990
097045,MALGRATE,LECCO,2692,1300
017189,TREMOSINE,BRESCIA,1065,414
019058,MONTE CREMASCO,CREMONA,1302,546
015243,VITTUONE,MILANO,5356,2162
017037,CAPRIANO DEL COLLE,BRESCIA,3022,1166
018059,COZZO,PAVIA,209,108
017138,SAN PAOLO,BRESCIA,2530,1018
016183,ROMANO DI LOMBARDIA,BERGAMO,11180,5185
013022,BEREGAZZO CON FIGLIARO,COMO,1634,730
013119,LAGLIO,COMO,561,229
013183,PIANELLO DEL LARIO,COMO,660,348
017092,LONATO DEL GARDA,BRESCIA,9252,3700
016129,LURANO,BERGAMO,1488,654
017168,SABBIO CHIESE,BRESCIA,2178,860
097003,ANNONE DI BRIANZA,LECCO,1516,628
013169,OLTRONA DI SAN MAMETTE,COMO,1385,592
016130,LUZZANA,BERGAMO,533,232
098014,CASTIGLIONE D'ADDA,LODI,2899,1244
016014,AVERARA,BERGAMO,103,46
018063,FILIGHERA,PAVIA,496,248
097012,CALCO,LECCO,3162,1265
016004,ALBINO,BERGAMO,10590,5088
014020,CHIURO,SONDRIO,1522,801
013137,LURAGO MARINONE,COMO,1418,582
019061,MOTTA BALUFFI,CREMONA,501,263
018066,GALLIAVOLA,PAVIA,88,63
013131,LOCATE VARESINO,COMO,2421,1065
019059,MONTODINE,CREMONA,1579,654
013071,CLAINO CON OSTENO,COMO,301,85
019018,CASALETTO CEREDANO,CREMONA,724,339
019017,CASALE CREMASCO-VIDOLASCO,CREMONA,974,427
018048,CHIGNOLO PO,PAVIA,2174,1073
012005,ARSAGO SEPRIO,VARESE,2609,1093
