"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"017044","Casto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1643,"e","dato stimato"
"017045","Castrezzato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",7443,"e","dato stimato"
"016065","Castro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1256,"e","dato stimato"
"012047","Castronno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5031,"e","dato stimato"
"018041","Cava Manara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6619,"e","dato stimato"
"013062","Cavargna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",181,"e","dato stimato"
"012048","Cavaria con Premezzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5705,"e","dato stimato"
"098017","Cavenago d'Adda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2108,"e","dato stimato"
"108017","Cavenago di Brianza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",7369,"e","dato stimato"
"016066","Cavernago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2603,"e","dato stimato"
"020018","Cavriana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3710,"e","dato stimato"
"012049","Cazzago Brabbia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",794,"e","dato stimato"
"017046","Cazzago San Martino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",10928,"e","dato stimato"
"016067","Cazzano Sant'Andrea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1646,"e","dato stimato"
"014016","Cedrasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",432,"e","dato stimato"
"016068","Cenate Sopra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2541,"e","dato stimato"
"016069","Cenate Sotto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3898,"e","dato stimato"
"016070","Cene","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4155,"e","dato stimato"
"013063","Cerano d'Intelvi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",540,"e","dato stimato"
"018043","Ceranova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2234,"e","dato stimato"
"014017","Cercino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",790,"e","dato stimato"
"020019","Ceresara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2525,"e","dato stimato"
"016071","Cerete","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1590,"e","dato stimato"
"018044","Ceretto Lomellina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",176,"e","dato stimato"
"018045","Cergnago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",692,"e","dato stimato"
"108018","Ceriano Laghetto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6605,"e","dato stimato"
"013064","Cermenate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",9173,"e","dato stimato"
"013065","Cernobbio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6485,"e","dato stimato"
"097020","Cernusco Lombardone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3761,"e","dato stimato"
"015070","Cernusco sul Naviglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",34800,"e","dato stimato"
"015071","Cerro al Lambro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5092,"e","dato stimato"
"015072","Cerro Maggiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",15065,"e","dato stimato"
"018046","Certosa di Pavia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5418,"e","dato stimato"
"017049","Cerveno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",655,"e","dato stimato"
"018047","Cervesina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1136,"e","dato stimato"
"098018","Cervignano d'Adda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2173,"e","dato stimato"
"097021","Cesana Brianza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2364,"e","dato stimato"
"015074","Cesano Boscone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",23168,"e","dato stimato"
"108019","Cesano Maderno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",38011,"e","dato stimato"
"015076","Cesate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",14291,"e","dato stimato"
"017050","Ceto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1796,"e","dato stimato"
"017051","Cevo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",829,"e","dato stimato"
"017058","Collio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2067,"e","dato stimato"
"017059","Cologne","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",7495,"e","dato stimato"
"016079","Cologno al Serio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",10999,"e","dato stimato"
"015081","Cologno Monzese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",46687,"e","dato stimato"
"013074","Colonno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",462,"e","dato stimato"
"014023","Colorina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1353,"e","dato stimato"
"015082","Colturano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1986,"e","dato stimato"
"016080","Colzate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1631,"e","dato stimato"
"012054","Comabbio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1215,"e","dato stimato"
"098020","Comazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2237,"e","dato stimato"
"012055","Comerio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2894,"e","dato stimato"
"017060","Comezzano-Cizzago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3990,"e","dato stimato"
"020020","Commessaggio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1091,"e","dato stimato"
"016081","Comun Nuovo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4375,"e","dato stimato"
"017061","Concesio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",15537,"e","dato stimato"
"108021","Concorezzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",15643,"e","dato stimato"
"018052","Confienza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1556,"e","dato stimato"
"018053","Copiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1693,"e","dato stimato"
"018054","Corana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",748,"e","dato stimato"
"015085","Corbetta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",18551,"e","dato stimato"
"015086","Cormano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",20205,"e","dato stimato"
"016082","Corna Imagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",926,"e","dato stimato"
"016249","Cornalba","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",291,"e","dato stimato"
"015087","Cornaredo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",20100,"e","dato stimato"
"098021","Cornegliano Laudense","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2854,"e","dato stimato"
"098022","Corno Giovine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1113,"e","dato stimato"
"098023","Cornovecchio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",201,"e","dato stimato"
"108022","Correzzana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3033,"e","dato stimato"
"013077","Corrido","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",807,"e","dato stimato"
"018058","Costa de' Nobili","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",376,"e","dato stimato"
"016084","Costa di Mezzate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3278,"e","dato stimato"
"097026","Costa Masnaga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4764,"e","dato stimato"
"016247","Costa Serina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",880,"e","dato stimato"
"016085","Costa Valle Imagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",547,"e","dato stimato"
"016086","Costa Volpino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",9018,"e","dato stimato"
"016087","Covo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4099,"e","dato stimato"
"018059","Cozzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",365,"e","dato stimato"
"097027","Crandola Valsassina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",275,"e","dato stimato"
"016088","Credaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3522,"e","dato stimato"
"019034","Credera Rubbiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1562,"e","dato stimato"
"019035","Crema","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",34242,"e","dato stimato"
"097028","Cremella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1691,"e","dato stimato"
"012056","Cremenaga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",784,"e","dato stimato"
"097029","Cremeno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1649,"e","dato stimato"
"013083","Cremia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",676,"e","dato stimato"
"019037","Cremosano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1728,"e","dato stimato"
"098025","Crespiatica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2201,"e","dato stimato"
"012058","Cuasso al Monte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3560,"e","dato stimato"
"013084","Cucciago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3467,"e","dato stimato"
"012059","Cugliate-Fabiasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3020,"e","dato stimato"
"012061","Curiglia con Monteviasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",155,"e","dato stimato"
"017068","Edolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4466,"e","dato stimato"
"097033","Ello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1220,"e","dato stimato"
"016093","Endine Gaiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3350,"e","dato stimato"
"016094","Entratico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1979,"e","dato stimato"
"013095","Erba","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",15954,"e","dato stimato"
"017069","Erbusco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",8531,"e","dato stimato"
"097034","Erve","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",694,"e","dato stimato"
"017070","Esine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5162,"e","dato stimato"
"097035","Esino Lario","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",765,"e","dato stimato"
"013097","Eupilio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2600,"e","dato stimato"
"014028","Faedo Valtellino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",532,"e","dato stimato"
"012069","Ferrera di Varese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",683,"e","dato stimato"
"018062","Ferrera Erbognone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1100,"e","dato stimato"
"019043","Fiesco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1193,"e","dato stimato"
"017071","Fiesse","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2000,"e","dato stimato"
"013101","Figino Serenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5027,"e","dato stimato"
"018042","Cecima","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",229,"e","dato stimato"
"017047","Cedegolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1105,"e","dato stimato"
"019028","Cella Dati","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",481,"e","dato stimato"
"017048","Cellatica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4904,"e","dato stimato"
"017052","Chiari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",19087,"e","dato stimato"
"014018","Chiavenna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",7207,"e","dato stimato"
"014019","Chiesa in Valmalenco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2379,"e","dato stimato"
"019029","Chieve","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2253,"e","dato stimato"
"016072","Chignolo d'Isola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3386,"e","dato stimato"
"018048","Chignolo Po","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3906,"e","dato stimato"
"016073","Chiuduno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6017,"e","dato stimato"
"014020","Chiuro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2450,"e","dato stimato"
"019030","Cicognolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",889,"e","dato stimato"
"018049","Cigognola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1297,"e","dato stimato"
"017053","Cigole","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1482,"e","dato stimato"
"018050","Cilavegna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5288,"e","dato stimato"
"017054","Cimbergo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",532,"e","dato stimato"
"019031","Cingia de' Botti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1145,"e","dato stimato"
"015077","Cinisello Balsamo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",73537,"e","dato stimato"
"014021","Cino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",336,"e","dato stimato"
"013068","Cirimido","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2059,"e","dato stimato"
"016074","Cisano Bergamasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6197,"e","dato stimato"
"016075","Ciserano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5399,"e","dato stimato"
"012050","Cislago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",10193,"e","dato stimato"
"015078","Cisliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4920,"e","dato stimato"
"108053","Cornate d'Adda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",10610,"e","dato stimato"
"015093","Corsico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",33321,"e","dato stimato"
"019032","Corte de' Cortesi con Cignone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1028,"e","dato stimato"
"019033","Corte de' Frati","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1314,"e","dato stimato"
"017062","Corte Franca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",7135,"e","dato stimato"
"098024","Corte Palasio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1534,"e","dato stimato"
"017063","Corteno Golgi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1913,"e","dato stimato"
"097025","Cortenova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1160,"e","dato stimato"
"016083","Cortenuova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1927,"e","dato stimato"
"018057","Corvino San Quirico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",982,"e","dato stimato"
"017064","Corzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1402,"e","dato stimato"
"014024","Cosio Valtellino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5420,"e","dato stimato"
"012057","Crosio della Valle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",596,"e","dato stimato"
"019038","Crotta d'Adda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",625,"e","dato stimato"
"015096","Cuggiono","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",8163,"e","dato stimato"
"019039","Cumignano sul Naviglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",411,"e","dato stimato"
"012060","Cunardo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2943,"e","dato stimato"
"018060","Cura Carpignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4917,"e","dato stimato"
"016089","Curno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",7376,"e","dato stimato"
"020021","Curtatone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",14715,"e","dato stimato"
"015097","Cusago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4293,"e","dato stimato"
"015098","Cusano Milanino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",18311,"e","dato stimato"
"013085","Cusino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",204,"e","dato stimato"
"016090","Cusio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",215,"e","dato stimato"
"012062","Cuveglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3272,"e","dato stimato"
"012063","Cuvio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1633,"e","dato stimato"
"015099","Dairago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6335,"e","dato stimato"
"016091","Dalmine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",23346,"e","dato stimato"
"017065","Darfo Boario Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",15598,"e","dato stimato"
"012064","Daverio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3058,"e","dato stimato"
"014025","Dazio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",471,"e","dato stimato"
"014026","Delebio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3296,"e","dato stimato"
"017066","Dello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5528,"e","dato stimato"
"019040","Derovere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",301,"e","dato stimato"
"097030","Dervio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2589,"e","dato stimato"
"017067","Desenzano del Garda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",29314,"e","dato stimato"
"108023","Desio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",41654,"e","dato stimato"
"013087","Dizzasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",594,"e","dato stimato"
"097031","Dolzago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2531,"e","dato stimato"
"013089","Domaso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1461,"e","dato stimato"
"013090","Dongo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3244,"e","dato stimato"
"097032","Dorio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",321,"e","dato stimato"
"018061","Dorno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4519,"e","dato stimato"
"020022","Dosolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3310,"e","dato stimato"
"013092","Dosso del Liro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",223,"e","dato stimato"
"013098","Faggeto Lario","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1169,"e","dato stimato"
"012067","Fagnano Olona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",12301,"e","dato stimato"
"013099","Faloppio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4722,"e","dato stimato"
"016096","Fara Gera d'Adda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",7906,"e","dato stimato"
"016097","Fara Olivana con Sola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1292,"e","dato stimato"
"013100","Fenegro'","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3177,"e","dato stimato"
"012068","Ferno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6681,"e","dato stimato"
"016098","Filago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3120,"e","dato stimato"
"018063","Filighera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",803,"e","dato stimato"
"016099","Fino del Monte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1130,"e","dato stimato"
"013102","Fino Mornasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",9797,"e","dato stimato"
"016100","Fiorano al Serio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2960,"e","dato stimato"
"017072","Flero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",8774,"e","dato stimato"
"098026","Fombio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2261,"e","dato stimato"
"016101","Fontanella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4786,"e","dato stimato"
"016102","Fonteno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",551,"e","dato stimato"
"016103","Foppolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",175,"e","dato stimato"
"014029","Forcola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",768,"e","dato stimato"
"016104","Foresto Sparso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3052,"e","dato stimato"
"019044","Formigara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",999,"e","dato stimato"
"016105","Fornovo San Giovanni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3371,"e","dato stimato"
"018064","Fortunago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",353,"e","dato stimato"
"018065","Frascarolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1123,"e","dato stimato"
"016106","Fuipiano Valle Imagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",206,"e","dato stimato"
"014030","Fusine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",549,"e","dato stimato"
"019045","Gabbioneta-Binanuova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",857,"e","dato stimato"
"019046","Gadesco-Pieve Delmona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1900,"e","dato stimato"
"015103","Gaggiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",9129,"e","dato stimato"
"097036","Galbiate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",8454,"e","dato stimato"
"098027","Galgagnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1289,"e","dato stimato"
"012070","Gallarate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",53960,"e","dato stimato"
