"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"014031","Gerola Alta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",158,"e","dato stimato"
"019048","Gerre de' Caprioli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1325,"e","dato stimato"
"015106","Gessate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",8697,"e","dato stimato"
"017078","Ghedi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",18396,"e","dato stimato"
"016113","Ghisalba","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6102,"e","dato stimato"
"017079","Gianico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2152,"e","dato stimato"
"017081","Gussago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",16359,"e","dato stimato"
"097039","Imbersago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2482,"e","dato stimato"
"013118","Inverigo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",9106,"e","dato stimato"
"018077","Inverno e Monteleone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1460,"e","dato stimato"
"015114","Inzago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",11232,"e","dato stimato"
"017085","Iseo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",9019,"e","dato stimato"
"016121","Isola di Fondra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",166,"e","dato stimato"
"019053","Isola Dovarese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1099,"e","dato stimato"
"017086","Isorella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4059,"e","dato stimato"
"012084","Ispra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5301,"e","dato stimato"
"016122","Isso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",630,"e","dato stimato"
"012088","Leggiuno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3680,"e","dato stimato"
"016125","Lenna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",561,"e","dato stimato"
"108026","Lesmo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",8503,"e","dato stimato"
"016126","Levate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3683,"e","dato stimato"
"013126","Lezzeno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2003,"e","dato stimato"
"097043","Lierna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2123,"e","dato stimato"
"108027","Limbiate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",34067,"e","dato stimato"
"013128","Limido Comasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3843,"e","dato stimato"
"017089","Limone sul Garda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1136,"e","dato stimato"
"018081","Linarolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2804,"e","dato stimato"
"013129","Lipomo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5942,"e","dato stimato"
"018082","Lirio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",129,"e","dato stimato"
"015122","Liscate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4035,"e","dato stimato"
"108028","Lissone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",45998,"e","dato stimato"
"014037","Livigno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6791,"e","dato stimato"
"013130","Livo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",162,"e","dato stimato"
"098030","Livraga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2408,"e","dato stimato"
"015125","Locate di Triulzi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",10283,"e","dato stimato"
"013131","Locate Varesino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4209,"e","dato stimato"
"016127","Locatello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",828,"e","dato stimato"
"018084","Lungavilla","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2448,"e","dato stimato"
"013136","Lurago d'Erba","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5287,"e","dato stimato"
"013137","Lurago Marinone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2551,"e","dato stimato"
"016129","Lurano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2817,"e","dato stimato"
"013138","Lurate Caccivio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",9679,"e","dato stimato"
"012093","Luvinate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1300,"e","dato stimato"
"016130","Luzzana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",874,"e","dato stimato"
"098033","Maccastorna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",65,"e","dato stimato"
"108029","Macherio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",7399,"e","dato stimato"
"017097","Maclodio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1462,"e","dato stimato"
"014035","Madesimo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",536,"e","dato stimato"
"019055","Madignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2776,"e","dato stimato"
"016131","Madone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3978,"e","dato stimato"
"017098","Magasa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",105,"e","dato stimato"
"015130","Magenta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",23918,"e","dato stimato"
"018085","Magherno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1752,"e","dato stimato"
"012096","Malnate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",16375,"e","dato stimato"
"017101","Malonno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3092,"e","dato stimato"
"097046","Mandello del Lario","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",10074,"e","dato stimato"
"017102","Manerba del Garda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5321,"e","dato stimato"
"017103","Manerbio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",13128,"e","dato stimato"
"014039","Mantello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",743,"e","dato stimato"
"016132","Mapello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6826,"e","dato stimato"
"015134","Marcallo con Casone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6133,"e","dato stimato"
"020031","Marcaria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6343,"e","dato stimato"
"017104","Marcheno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4174,"e","dato stimato"
"012097","Marchirolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3445,"e","dato stimato"
"018086","Marcignago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2434,"e","dato stimato"
"097047","Margno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",380,"e","dato stimato"
"020032","Mariana Mantovana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",785,"e","dato stimato"
"013143","Mariano Comense","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",24828,"e","dato stimato"
"017105","Marmentino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",659,"e","dato stimato"
"012098","Marnate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",8007,"e","dato stimato"
"017106","Marone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3116,"e","dato stimato"
"019057","Martignana di Po","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2066,"e","dato stimato"
"098036","Marudo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1755,"e","dato stimato"
"018087","Marzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1656,"e","dato stimato"
"012099","Marzio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",307,"e","dato stimato"
"015136","Masate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3582,"e","dato stimato"
"012100","Masciago Primo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",300,"e","dato stimato"
"013144","Maslianico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3170,"e","dato stimato"
"098037","Massalengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4348,"e","dato stimato"
"017107","Mazzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",12400,"e","dato stimato"
"014040","Mazzo di Valtellina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1022,"e","dato stimato"
"108030","Meda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",22869,"e","dato stimato"
"018088","Mede","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6263,"e","dato stimato"
"015139","Mediglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",11955,"e","dato stimato"
"016250","Medolago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2342,"e","dato stimato"
"020034","Medole","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4124,"e","dato stimato"
"015140","Melegnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",18086,"e","dato stimato"
"098038","Meleti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",443,"e","dato stimato"
"014041","Mello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",939,"e","dato stimato"
"015142","Melzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",18276,"e","dato stimato"
"013145","Menaggio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3085,"e","dato stimato"
"018089","Menconico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",345,"e","dato stimato"
"097048","Merate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",14380,"e","dato stimato"
"012101","Mercallo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1786,"e","dato stimato"
"016136","Moio de' Calvi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",202,"e","dato stimato"
"097051","Molteno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3542,"e","dato stimato"
"013152","Moltrasio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1568,"e","dato stimato"
"016137","Monasterolo del Castello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1132,"e","dato stimato"
"013153","Monguzzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2354,"e","dato stimato"
"017109","Moniga del Garda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2541,"e","dato stimato"
"017110","Monno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",514,"e","dato stimato"
"014044","Montagna in Valtellina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2967,"e","dato stimato"
"018094","Montalto Pavese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",863,"e","dato stimato"
"098040","Montanaso Lombardo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2244,"e","dato stimato"
"013154","Montano Lucino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5295,"e","dato stimato"
"019058","Monte Cremasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2263,"e","dato stimato"
"017111","Monte Isola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1646,"e","dato stimato"
"097052","Monte Marenzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1875,"e","dato stimato"
"018095","Montebello della Battaglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1511,"e","dato stimato"
"018096","Montecalvo Versiggia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",519,"e","dato stimato"
"012103","Montegrino Valtravaglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1483,"e","dato stimato"
"018097","Montescano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",411,"e","dato stimato"
"018098","Montesegale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",253,"e","dato stimato"
"097053","Montevecchia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2694,"e","dato stimato"
"017112","Monticelli Brusati","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4542,"e","dato stimato"
"018099","Monticelli Pavese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",644,"e","dato stimato"
"097054","Monticello Brianza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4083,"e","dato stimato"
"017113","Montichiari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",25739,"e","dato stimato"
"017114","Montirone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5023,"e","dato stimato"
"019059","Montodine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2453,"e","dato stimato"
"013157","Montorfano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2470,"e","dato stimato"
"018100","Montu' Beccaria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1616,"e","dato stimato"
"012104","Monvalle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1938,"e","dato stimato"
"020036","Monzambano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4928,"e","dato stimato"
"012105","Morazzone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4246,"e","dato stimato"
"014045","Morbegno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",12342,"e","dato stimato"
"016140","Morengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2461,"e","dato stimato"
"015155","Nosate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",641,"e","dato stimato"
"108035","Nova Milanese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",23292,"e","dato stimato"
"014046","Novate Mezzola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1879,"e","dato stimato"
"015157","Novate Milanese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",20089,"e","dato stimato"
"013163","Novedrate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2863,"e","dato stimato"
"015158","Noviglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4471,"e","dato stimato"
"017119","Nuvolento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3867,"e","dato stimato"
"017120","Nuvolera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4643,"e","dato stimato"
"017121","Odolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1911,"e","dato stimato"
"019062","Offanengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5874,"e","dato stimato"
"017122","Offlaga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4054,"e","dato stimato"
"012107","Oggiona con Santo Stefano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4277,"e","dato stimato"
"097057","Oggiono","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",8970,"e","dato stimato"
"018104","Olevano di Lomellina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",723,"e","dato stimato"
"013165","Olgiate Comasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",11663,"e","dato stimato"
"097058","Olgiate Molgora","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6348,"e","dato stimato"
"012108","Olgiate Olona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",12548,"e","dato stimato"
"097059","Olginate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6953,"e","dato stimato"
"018105","Oliva Gessi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",164,"e","dato stimato"
"097060","Oliveto Lario","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1232,"e","dato stimato"
"019063","Olmeneta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",912,"e","dato stimato"
"016145","Olmo al Brembo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",493,"e","dato stimato"
"016146","Oltre il Colle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",978,"e","dato stimato"
"016147","Oltressenda Alta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",146,"e","dato stimato"
"013169","Oltrona di San Mamette","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2369,"e","dato stimato"
"017123","Ome","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3195,"e","dato stimato"
"016148","Oneta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",575,"e","dato stimato"
"017124","Ono San Pietro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",968,"e","dato stimato"
"016149","Onore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",897,"e","dato stimato"
"015159","Opera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",14002,"e","dato stimato"
"012109","Origgio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",7856,"e","dato stimato"
"012110","Orino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",815,"e","dato stimato"
"016150","Orio al Serio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1676,"e","dato stimato"
"098042","Orio Litta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2018,"e","dato stimato"
"108036","Ornago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5182,"e","dato stimato"
"016151","Ornica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",143,"e","dato stimato"
"013170","Orsenigo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2669,"e","dato stimato"
"017125","Orzinuovi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",12315,"e","dato stimato"
"017126","Orzivecchi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2426,"e","dato stimato"
"016152","Osio Sopra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5229,"e","dato stimato"
"016153","Osio Sotto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",12472,"e","dato stimato"
"097061","Osnago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4744,"e","dato stimato"
"098043","Ospedaletto Lodigiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1959,"e","dato stimato"
"017127","Ospitaletto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",14107,"e","dato stimato"
"098044","Ossago Lodigiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1399,"e","dato stimato"
"017128","Ossimo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1502,"e","dato stimato"
"015164","Ossona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4254,"e","dato stimato"
"019064","Ostiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2766,"e","dato stimato"
"020038","Ostiglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",6580,"e","dato stimato"
"018106","Ottobiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1067,"e","dato stimato"
"015165","Ozzero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1417,"e","dato stimato"
"016154","Pagazzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2079,"e","dato stimato"
"097063","Pagnona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",324,"e","dato stimato"
"017131","Paisco Loveno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",173,"e","dato stimato"
"016155","Paladina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4016,"e","dato stimato"
"016156","Palazzago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4506,"e","dato stimato"
"019066","Palazzo Pignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3768,"e","dato stimato"
"017133","Palazzolo sull'Oglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",19975,"e","dato stimato"
"018107","Palestro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1814,"e","dato stimato"
"017141","Pezzaze","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1455,"e","dato stimato"
"017142","Pian Camuno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4684,"e","dato stimato"
"017206","Piancogno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4694,"e","dato stimato"
"020033","Marmirolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",7661,"e","dato stimato"
"016133","Martinengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",10757,"e","dato stimato"
"098039","Merlino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1698,"e","dato stimato"
"013147","Merone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4046,"e","dato stimato"
"014043","Mese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1838,"e","dato stimato"
"012102","Mesenzana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1607,"e","dato stimato"
"015144","Mesero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4200,"e","dato stimato"
"108031","Mezzago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",4411,"e","dato stimato"
"018090","Mezzana Bigli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1045,"e","dato stimato"
"018091","Mezzana Rabattone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",461,"e","dato stimato"
"018092","Mezzanino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1341,"e","dato stimato"
"016134","Mezzoldo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",163,"e","dato stimato"
"017108","Milzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1736,"e","dato stimato"
"018093","Miradolo Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3580,"e","dato stimato"
"016135","Misano di Gera d'Adda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",2927,"e","dato stimato"
"108032","Misinto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5544,"e","dato stimato"
"097049","Missaglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",8688,"e","dato stimato"
"097050","Moggio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",464,"e","dato stimato"
"020035","Moglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",5311,"e","dato stimato"
"016139","Montello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",3227,"e","dato stimato"
"013155","Montemezzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",224,"e","dato stimato"
"015150","Morimondo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2021","2021",1025,"e","dato stimato"
