CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2
014037,LIVIGNO,SONDRIO,1992,592
097006,BARZANO',LECCO,2828,1106
020001,ACQUANEGRA SUL CHIESE,MANTOVA,1427,693
098061,ZELO BUON PERSICO,LODI,3676,1421
097055,MORTERONE,LECCO,16,6
019010,CAMISANO,CREMONA,663,342
019061,MOTTA BALUFFI,CREMONA,431,243
012048,CAVARIA CON PREMEZZO,VARESE,2758,1130
017124,ONO SAN PIETRO,BRESCIA,584,214
108054,LENTATE SUL SEVESO,MONZA E DELLA BRIANZA,8363,3460
017070,ESINE,BRESCIA,2920,1152
017045,CASTREZZATO,BRESCIA,3093,1420
020032,MARIANA MANTOVANA,MANTOVA,319,135
012089,LONATE CEPPINO,VARESE,2443,906
108038,RONCO BRIANTINO,MONZA E DELLA BRIANZA,1981,750
017105,MARMENTINO,BRESCIA,352,133
016118,GROMO,BERGAMO,704,334
013207,SAN NAZZARO VAL CAVARGNA,COMO,153,50
012017,BREBBIA,VARESE,1712,682
016059,CASIRATE D'ADDA,BERGAMO,1942,902
012098,MARNATE,VARESE,3895,1642
017115,MURA,BRESCIA,364,164
016139,MONTELLO,BERGAMO,1427,606
012049,CAZZAGO BRABBIA,VARESE,405,173
014076,VERVIO,SONDRIO,106,48
015176,POGLIANO MILANESE,MILANO,4448,1840
016239,VILLA D'ALME',BERGAMO,3266,1672
108027,LIMBIATE,MONZA E DELLA BRIANZA,16547,6775
018067,GAMBARANA,PAVIA,106,68
020068,VILLIMPENTA,MANTOVA,929,394
015181,RESCALDINA,MILANO,6998,2861
012107,OGGIONA CON SANTO STEFANO,VARESE,2136,897
016067,CAZZANO SANT'ANDREA,BERGAMO,653,301
012077,GOLASECCA,VARESE,1281,508
016092,DOSSENA,BERGAMO,468,248
017204,VOBARNO,BRESCIA,3650,1634
097018,CASSINA VALSASSINA,LECCO,326,123
019039,CUMIGNANO SUL NAVIGLIO,CREMONA,202,110
012087,LAVENO-MOMBELLO,VARESE,4970,2289
017110,MONNO,BRESCIA,353,116
015046,CANEGRATE,MILANO,6275,2624
019066,PALAZZO PIGNANO,CREMONA,1941,791
012140,VIZZOLA TICINO,VARESE,253,111
017194,VALVESTINO,BRESCIA,95,44
097084,VARENNA,LECCO,419,210
098042,ORIO LITTA,LODI,1068,442
013044,CARATE URIO,COMO,695,280
016126,LEVATE,BERGAMO,2036,864
012059,CUGLIATE-FABIASCO,VARESE,1516,539
016236,VIGANO SAN MARTINO,BERGAMO,621,283
015139,MEDIGLIA,MILANO,5889,2479
013242,VERTEMATE CON MINOPRIO,COMO,2195,846
016144,NEMBRO,BERGAMO,5648,2787
015010,ARLUNO,MILANO,6272,2697
012093,LUVINATE,VARESE,789,375
018090,MEZZANA BIGLI,PAVIA,550,313
019109,TRESCORE CREMASCO,CREMONA,1363,593
018054,CORANA,PAVIA,393,159
017122,OFFLAGA,BRESCIA,1937,858
014028,FAEDO VALTELLINO,SONDRIO,291,123
020019,CERESARA,MANTOVA,1245,543
012118,SAMARATE,VARESE,8211,3499
015055,CASARILE,MILANO,1793,688
017109,MONIGA DEL GARDA,BRESCIA,1149,477
017079,GIANICO,BRESCIA,1248,463
016044,CALCIO,BERGAMO,2669,1673
017073,GAMBARA,BRESCIA,2351,1131
016063,CASTEL ROZZONE,BERGAMO,1329,631
016026,BIANZANO,BERGAMO,281,136
097068,PESCATE,LECCO,1206,527
097043,LIERNA,LECCO,1169,458
016091,DALMINE,BERGAMO,12663,5601
013165,OLGIATE COMASCO,COMO,6349,2572
015072,CERRO MAGGIORE,MILANO,7645,3359
016032,BORGO DI TERZO,BERGAMO,536,243
017007,ARTOGNE,BRESCIA,1919,686
012056,CREMENAGA,VARESE,354,130
016155,PALADINA,BERGAMO,1919,926
019067,PANDINO,CREMONA,4654,2028
018124,ROBECCO PAVESE,PAVIA,311,139
012055,COMERIO,VARESE,1582,722
013046,CARIMATE,COMO,2330,923
018161,TORRICELLA VERZATE,PAVIA,475,236
019107,TORRE DE' PICENARDI,CREMONA,1122,596
018035,CASSOLNOVO,PAVIA,3334,1310
019099,SOSPIRO,CREMONA,1996,1449
018072,GIUSSAGO,PAVIA,2467,972
017187,TOSCOLANO-MADERNO,BRESCIA,3679,1875
020047,QUISTELLO,MANTOVA,2669,1227
098050,SANT'ANGELO LODIGIANO,LODI,6590,2810
017180,SOIANO DEL LAGO,BRESCIA,822,352
015099,DAIRAGO,MILANO,3125,1182
016005,ALME',BERGAMO,2847,1328
016071,CERETE,BERGAMO,1069,470
012082,INARZO,VARESE,557,230
019060,MOSCAZZANO,CREMONA,414,182
017184,TEMU',BRESCIA,635,244
013055,CASSINA RIZZARDI,COMO,1722,640
012002,ALBIZZATE,VARESE,2850,1146
012068,FERNO,VARESE,3137,1273
018029,CANNETO PAVESE,PAVIA,700,309
020066,VIADANA,MANTOVA,7857,3804
017120,NUVOLERA,BRESCIA,2124,957
020016,CASTELLUCCHIO,MANTOVA,2410,1094
020045,PORTO MANTOVANO,MANTOVA,8213,3712
018017,BORGORATTO MORMOROLO,PAVIA,192,95
017114,MONTIRONE,BRESCIA,2713,945
018104,OLEVANO DI LOMELLINA,PAVIA,313,114
017077,GAVARDO,BRESCIA,5579,2705
017049,CERVENO,BRESCIA,406,169
018174,VERRETTO,PAVIA,201,89
016220,TREVIOLO,BERGAMO,5826,2642
014048,PIANTEDO,SONDRIO,662,258
012137,VENEGONO SUPERIORE,VARESE,3766,1423
015035,BUBBIANO,MILANO,1120,383
019058,MONTE CREMASCO,CREMONA,1118,477
097050,MOGGIO,LECCO,281,129
016052,CAPRINO BERGAMASCO,BERGAMO,1478,612
013249,GRAVEDONA ED UNITI,COMO,2271,1101
097076,SIRTORI,LECCO,1531,569
097033,ELLO,LECCO,744,320
018187,ZENEVREDO,PAVIA,236,112
017198,VEZZA D'OGLIO,BRESCIA,895,288
015144,MESERO,MILANO,2117,844
017064,CORZANO,BRESCIA,639,291
012121,SOLBIATE ARNO,VARESE,1995,828
012102,MESENZANA,VARESE,736,246
098060,VILLANOVA DEL SILLARO,LODI,876,321
019055,MADIGNANO,CREMONA,1666,709
017040,CASTEGNATO,BRESCIA,4508,1782
098030,LIVRAGA,LODI,1399,568
018112,PIEVE ALBIGNOLA,PAVIA,465,189
013053,CASNATE CON BERNATE,COMO,2889,1121
016130,LUZZANA,BERGAMO,470,220
017173,SAN ZENO NAVIGLIO,BRESCIA,2586,1129
017130,PADERNO FRANCIACORTA,BRESCIA,1914,838
017035,CAPO DI PONTE,BRESCIA,1528,603
018109,PARONA,PAVIA,902,403
098027,GALGAGNANO,LODI,753,280
015036,BUCCINASCO,MILANO,14215,5651
097044,LOMAGNA,LECCO,2640,952
018115,PINAROLO PO,PAVIA,952,462
012035,CARONNO VARESINO,VARESE,2468,979
020071,BORGO VIRGILIO,MANTOVA,7217,3488
097074,SANTA MARIA HOE',LECCO,1178,454
014054,PRATA CAMPORTACCIO,SONDRIO,1460,616
012001,AGRA,VARESE,179,72
108034,MUGGIO',MONZA E DELLA BRIANZA,11904,4777
098038,MELETI,LODI,304,163
018068,GAMBOLO',PAVIA,4766,2035
097036,GALBIATE,LECCO,4991,2233
012014,BIANDRONNO,VARESE,1767,703
097001,ABBADIA LARIANA,LECCO,1764,723
018001,ALAGNA,PAVIA,362,143
020015,CASTEL GOFFREDO,MANTOVA,5348,2312
017164,ROE' VOLCIANO,BRESCIA,2226,1115
014007,BERBENNO DI VALTELLINA,SONDRIO,2441,1073
017069,ERBUSCO,BRESCIA,4210,1690
019036,CREMONA,CREMONA,38543,22650
016018,BAGNATICA,BERGAMO,2186,950
013106,GARZENO,COMO,428,180
017177,SENIGA,BRESCIA,754,390
018040,CASTELNOVETTO,PAVIA,259,122
017191,TREVISO BRESCIANO,BRESCIA,264,127
013114,GUANZATE,COMO,3116,1160
015230,VAPRIO D'ADDA,MILANO,4263,1833
015077,CINISELLO BALSAMO,MILANO,36628,16305
098058,TURANO LODIGIANO,LODI,799,290
016238,VILLA D'ADDA,BERGAMO,2468,1088
020044,PONTI SUL MINCIO,MANTOVA,912,373
018042,CECIMA,PAVIA,144,97
016207,STEZZANO,BERGAMO,6688,2963
017126,ORZIVECCHI,BRESCIA,1248,603
016046,CALUSCO D'ADDA,BERGAMO,4284,1690
018003,ALBONESE,PAVIA,300,157
015192,SAN DONATO MILANESE,MILANO,17708,8006
015195,SAN GIULIANO MILANESE,MILANO,18081,7603
012022,BRISSAGO-VALTRAVAGLIA,VARESE,615,217
016166,PIAZZOLO,BERGAMO,48,24
097065,PASTURO,LECCO,1148,492
108053,CORNATE D'ADDA,MONZA E DELLA BRIANZA,5350,2160
016064,CASTIONE DELLA PRESOLANA,BERGAMO,2154,931
016233,VERDELLO,BERGAMO,4166,2010
017142,PIAN CAMUNO,BRESCIA,2392,821
017003,AGNOSINE,BRESCIA,882,399
018014,BEREGUARDO,PAVIA,1444,554
017089,LIMONE SUL GARDA,BRESCIA,482,211
018152,SPESSA,PAVIA,267,118
098034,MAIRAGO,LODI,800,307
017144,POLAVENO,BRESCIA,1334,572
097071,ROBBIATE,LECCO,3283,1316
017169,SALE MARASINO,BRESCIA,1820,900
019030,CICOGNOLO,CREMONA,471,256
013228,UGGIATE-TREVANO,COMO,2643,1007
018108,PANCARANA,PAVIA,168,85
014019,CHIESA IN VALMALENCO,SONDRIO,1372,561
017196,VEROLAVECCHIA,BRESCIA,1907,841
018150,SIZIANO,PAVIA,3197,1353
018074,GOLFERENZO,PAVIA,96,47
097051,MOLTENO,LECCO,2160,796
018057,CORVINO SAN QUIRICO,PAVIA,593,299
016099,FINO DEL MONTE,BERGAMO,739,312
016012,ARDESIO,BERGAMO,2001,891
097053,MONTEVECCHIA,LECCO,1453,561
013222,TAVERNERIO,COMO,3668,1480
014063,TALAMONA,SONDRIO,2435,1145
014061,SONDRIO,SONDRIO,12145,5935
016227,VALNEGRA,BERGAMO,99,53
016188,SAN GIOVANNI BIANCO,BERGAMO,2448,1234
015155,NOSATE,MILANO,348,148
020064,SUSTINENTE,MANTOVA,1100,495
017074,GARDONE RIVIERA,BRESCIA,1265,596
018189,ZERBOLO',PAVIA,733,320
098019,CODOGNO,LODI,8788,3756
108028,LISSONE,MONZA E DELLA BRIANZA,23423,9780
017062,CORTE FRANCA,BRESCIA,3503,1498
017080,GOTTOLENGO,BRESCIA,2368,1126
098021,CORNEGLIANO LAUDENSE,LODI,1732,677
012020,BREZZO DI BEDERO,VARESE,572,190
017090,LODRINO,BRESCIA,899,391
016240,VILLA DI SERIO,BERGAMO,3392,1543
019114,VOLONGO,CREMONA,228,109
018096,MONTECALVO VERSIGGIA,PAVIA,238,106
016035,BRACCA,BERGAMO,317,157
015205,SEGRATE,MILANO,19971,8815
018089,MENCONICO,PAVIA,196,138
016218,TRESCORE BALNEARIO,BERGAMO,4558,2188
020043,POMPONESCO,MANTOVA,755,372
020036,MONZAMBANO,MANTOVA,2030,867
013229,VALBRONA,COMO,1442,531
012051,CITTIGLIO,VARESE,2031,808
097077,SUEGLIO,LECCO,75,37
020033,MARMIROLO,MANTOVA,3765,1690
017106,MARONE,BRESCIA,1689,755
108011,BRIOSCO,MONZA E DELLA BRIANZA,3392,1257
017111,MONTE ISOLA,BRESCIA,1231,526
018126,ROCCA SUSELLA,PAVIA,98,61
017068,EDOLO,BRESCIA,2665,1055
017108,MILZANO,BRESCIA,780,362
019059,MONTODINE,CREMONA,1348,574
017085,ISEO,BRESCIA,5160,3413
019101,SPINEDA,CREMONA,260,139
019001,ACQUANEGRA CREMONESE,CREMONA,602,316
013254,CENTRO VALLE INTELVI,COMO,1969,794
016190,SAN PELLEGRINO TERME,BERGAMO,2646,1473
017027,BRAONE,BRESCIA,371,151
014017,CERCINO,SONDRIO,365,164
097024,COLLE BRIANZA,LECCO,970,366
017031,CAINO,BRESCIA,1042,460
016038,BREMBATE DI SOPRA,BERGAMO,3998,1872
020073,BORGOCARBONARA,MANTOVA,1097,502
108037,RENATE,MONZA E DELLA BRIANZA,2331,935
098015,CASTIRAGA VIDARDO,LODI,1445,516
018013,BELGIOIOSO,PAVIA,3361,1698
017081,GUSSAGO,BRESCIA,9219,3806
097075,SIRONE,LECCO,1423,529
017088,LENO,BRESCIA,6779,3105
016253,VAL BREMBILLA,BERGAMO,2148,1099
016167,POGNANO,BERGAMO,783,349
018183,VOLPARA,PAVIA,84,35
016215,TORRE DE' BUSI,BERGAMO,1163,409
018171,VARZI,PAVIA,1932,1300
097003,ANNONE DI BRIANZA,LECCO,1365,494
018156,TORRE BERETTI E CASTELLARO,PAVIA,224,90
015024,BINASCO,MILANO,3934,1816
012070,GALLARATE,VARESE,25429,11661
015058,CASOREZZO,MILANO,2732,1047
017093,LONGHENA,BRESCIA,351,149
018137,SAN MARTINO SICCOMARIO,PAVIA,3398,1653
017195,VEROLANUOVA,BRESCIA,4265,1876
017181,SONICO,BRESCIA,744,264
020061,SERMIDE E FELONICA,MANTOVA,3867,1696
013245,VILLA GUARDIA,COMO,4315,1755
012134,VEDANO OLONA,VARESE,4026,1715
016127,LOCATELLO,BERGAMO,403,190
108048,VERANO BRIANZA,MONZA E DELLA BRIANZA,5035,2004
016041,BRUMANO,BERGAMO,53,34
012109,ORIGGIO,VARESE,4019,1400
018077,INVERNO E MONTELEONE,PAVIA,763,323
013211,SCHIGNANO,COMO,480,141
108006,BELLUSCO,MONZA E DELLA BRIANZA,3854,1553
017168,SABBIO CHIESE,BRESCIA,1772,773
016162,PIANICO,BERGAMO,825,368
019056,MALAGNINO,CREMONA,938,487
018080,LARDIRAGO,PAVIA,636,323
014070,TRESIVIO,SONDRIO,1117,474
016205,SPINONE AL LAGO,BERGAMO,480,240
018181,VISTARINO,PAVIA,653,288
016196,SEDRINA,BERGAMO,1112,535
016161,PEIA,BERGAMO,803,359
015070,CERNUSCO SUL NAVIGLIO,MILANO,18658,8273
019079,RICENGO,CREMONA,787,338
018168,VALLE LOMELLINA,PAVIA,887,446
015177,POZZO D'ADDA,MILANO,2971,1144
014053,POSTALESIO,SONDRIO,351,132
012091,LOZZA,VARESE,642,276
013036,CADORAGO,COMO,4245,1677
018086,MARCIGNAGO,PAVIA,1338,568
013126,LEZZENO,COMO,1063,409
097067,PERLEDO,LECCO,584,327
020053,ROVERBELLA,MANTOVA,3586,1446
018146,SARTIRANA LOMELLINA,PAVIA,928,504
013212,SENNA COMASCO,COMO,1794,695
018169,VALLE SALIMBENE,PAVIA,822,409
018179,VILLANOVA D'ARDENGHI,PAVIA,435,180
016197,SELVINO,BERGAMO,963,459
019034,CREDERA RUBBIANO,CREMONA,910,401
018130,ROSASCO,PAVIA,283,142
013188,PONTE LAMBRO,COMO,2524,1107
015130,MAGENTA,MILANO,13025,5773
019037,CREMOSANO,CREMONA,854,354
108019,CESANO MADERNO,MONZA E DELLA BRIANZA,18622,7969
016150,ORIO AL SERIO,BERGAMO,832,353
016214,TORRE BOLDONE,BERGAMO,4595,2360
108033,MONZA,MONZA E DELLA BRIANZA,65916,29792
016156,PALAZZAGO,BERGAMO,2032,912
019051,GRUMELLO CREMONESE ED UNITI,CREMONA,891,478
017131,PAISCO LOVENO,BRESCIA,105,30
015189,ROZZANO,MILANO,20554,9119
018116,PIZZALE,PAVIA,406,181
016001,ADRARA SAN MARTINO,BERGAMO,889,535
017179,SIRMIONE,BRESCIA,3470,1416
017043,CASTENEDOLO,BRESCIA,6152,2523
018079,LANGOSCO,PAVIA,171,94
016011,ARCENE,BERGAMO,2376,1085
014035,MADESIMO,SONDRIO,257,133
018005,ARENA PO,PAVIA,805,380
016237,VIGOLO,BERGAMO,247,91
016219,TREVIGLIO,BERGAMO,15353,7773
018036,CASTANA,PAVIA,390,173
017141,PEZZAZE,BRESCIA,827,392
017171,SAN FELICE DEL BENACO,BRESCIA,1593,766
018138,SANNAZZARO DE' BURGONDI,PAVIA,2647,1153
018125,ROCCA DE' GIORGI,PAVIA,22,5
015009,ARESE,MILANO,11496,4521
097005,BARZAGO,LECCO,1400,500
014003,ANDALO VALTELLINO,SONDRIO,302,122
016021,BARZANA,BERGAMO,884,394
019063,OLMENETA,CREMONA,478,240
019075,PIEVE SAN GIACOMO,CREMONA,839,456
016164,PIAZZA BREMBANA,BERGAMO,693,410
014025,DAZIO,SONDRIO,259,120
097049,MISSAGLIA,LECCO,4664,1794
097048,MERATE,LECCO,8726,3899
108010,BOVISIO-MASCIAGO,MONZA E DELLA BRIANZA,8265,3429
015222,TRIBIANO,MILANO,1710,634
098018,CERVIGNANO D'ADDA,LODI,1176,443
016128,LOVERE,BERGAMO,3326,1715
019029,CHIEVE,CREMONA,1081,446
013246,ZELBIO,COMO,81,25
019021,CASALMAGGIORE,CREMONA,6880,3674
097017,CASSAGO BRIANZA,LECCO,2483,978
016245,ZANICA,BERGAMO,4203,1775
016087,COVO,BERGAMO,1980,837
017100,MALEGNO,BRESCIA,1212,495
020007,BOZZOLO,MANTOVA,1887,1006
108051,BUSNAGO,MONZA E DELLA BRIANZA,3254,1295
013074,COLONNO,COMO,259,107
018111,PIETRA DE' GIORGI,PAVIA,403,184
016057,CARVICO,BERGAMO,2475,993
018134,SAN DAMIANO AL COLLE,PAVIA,342,138
018164,TROMELLO,PAVIA,1729,796
018113,PIEVE DEL CAIRO,PAVIA,1030,592
012053,COCQUIO-TREVISAGO,VARESE,2610,1082
016235,VIADANICA,BERGAMO,539,338
017183,TAVERNOLE SUL MELLA,BRESCIA,668,318
017020,BORGO SAN GIACOMO,BRESCIA,2470,1141
098045,PIEVE FISSIRAGA,LODI,922,364
017034,CALVISANO,BRESCIA,3823,1481
017153,PRESEGLIE,BRESCIA,743,348
018024,BRONI,PAVIA,4701,2159
108007,BERNAREGGIO,MONZA E DELLA BRIANZA,5880,2131
014010,BUGLIO IN MONTE,SONDRIO,1032,435
016068,CENATE SOPRA,BERGAMO,1214,544
018073,GODIASCO,PAVIA,1870,1137
019111,VAIANO CREMASCO,CREMONA,1986,862
012060,CUNARDO,VARESE,1409,589
016040,BRIGNANO GERA D'ADDA,BERGAMO,3165,1509
013065,CERNOBBIO,COMO,3823,1543
013077,CORRIDO,COMO,352,106
016187,ROVETTA,BERGAMO,2587,1097
097045,MALGRATE,LECCO,2442,1118
016249,CORNALBA,BERGAMO,140,78
IGNOTO,IGNOTO,IGNOTA,94049,45449
015249,VANZAGHELLO,MILANO,2553,1043
016008,ALZANO LOMBARDO,BERGAMO,6670,3234
016084,COSTA DI MEZZATE,BERGAMO,1635,677
016193,SARNICO,BERGAMO,3443,2300
015206,SENAGO,MILANO,10529,4161
014049,PIATEDA,SONDRIO,1182,525
018162,TRAVACO' SICCOMARIO,PAVIA,2438,1161
016213,TERNO D'ISOLA,BERGAMO,3439,1449
015106,GESSATE,MILANO,4226,1833
017167,RUDIANO,BRESCIA,2556,1536
016252,SANT'OMOBONO TERME,BERGAMO,2018,980
015110,GREZZAGO,MILANO,1440,554
019096,SOLAROLO RAINERIO,CREMONA,487,262
015125,LOCATE DI TRIULZI,MILANO,5173,2278
018144,SANT'ANGELO LOMELLINA,PAVIA,345,157
018140,SANTA GIULETTA,PAVIA,828,381
013223,TORNO,COMO,649,314
015188,ROSATE,MILANO,2866,1141
012103,MONTEGRINO VALTRAVAGLIA,VARESE,696,240
020003,BAGNOLO SAN VITO,MANTOVA,2869,1259
098025,CRESPIATICA,LODI,1007,377
108045,VAREDO,MONZA E DELLA BRIANZA,6993,2950
017174,SAREZZO,BRESCIA,6968,3030
017113,MONTICHIARI,BRESCIA,10600,4103
012084,ISPRA,VARESE,2807,1260
013083,CREMIA,COMO,341,138
017119,NUVOLENTO,BRESCIA,1694,759
015074,CESANO BOSCONE,MILANO,12422,5566
012021,BRINZIO,VARESE,499,190
020037,MOTTEGGIANA,MANTOVA,1088,413
016248,ALGUA,BERGAMO,307,144
016076,CIVIDATE AL PIANO,BERGAMO,2507,1712
018009,BASCAPE',PAVIA,921,401
016129,LURANO,BERGAMO,1332,583
019044,FORMIGARA,CREMONA,563,252
012115,RANCIO VALCUVIA,VARESE,435,152
016043,CALCINATE,BERGAMO,2749,1147
016146,OLTRE IL COLLE,BERGAMO,464,268
017030,BRIONE,BRESCIA,364,158
016202,SORISOLE,BERGAMO,4398,2120
013201,ROVELLASCA,COMO,4093,1633
016143,MOZZO,BERGAMO,4011,1907
098035,MALEO,LODI,1821,818
013003,ALBAVILLA,COMO,4061,1622
018065,FRASCAROLO,PAVIA,589,306
018071,GERENZAGO,PAVIA,707,296
013110,GRANDATE,COMO,1635,681
013199,RONAGO,COMO,845,316
020022,DOSOLO,MANTOVA,1536,755
014030,FUSINE,SONDRIO,324,146
017039,CARPENEDOLO,BRESCIA,5459,2102
020059,SAN MARTINO DALL'ARGINE,MANTOVA,815,427
017098,MAGASA,BRESCIA,71,37
013045,CARBONATE,COMO,1522,572
018135,SAN GENESIO ED UNITI,PAVIA,2321,1111
098036,MARUDO,LODI,809,352
013041,CANTU',COMO,22316,8878
016111,GAZZANIGA,BERGAMO,2416,1325
019026,CASTELVERDE,CREMONA,3040,1711
015026,BOFFALORA SOPRA TICINO,MILANO,2189,812
020029,MAGNACAVALLO,MANTOVA,734,305
018178,VILLA BISCOSSI,PAVIA,29,25
108042,SULBIATE,MONZA E DELLA BRIANZA,2212,751
017170,SALO',BRESCIA,5413,2785
013232,VALMOREA,COMO,1442,575
098005,BORGO SAN GIOVANNI,LODI,1254,464
013100,FENEGRO',COMO,1570,527
098048,SAN MARTINO IN STRADA,LODI,2179,824
016232,VERDELLINO,BERGAMO,3295,1362
015194,SAN GIORGIO SU LEGNANO,MILANO,3412,1521
017097,MACLODIO,BRESCIA,730,301
018131,ROVESCALA,PAVIA,393,204
017023,BOTTICINO,BRESCIA,6288,2600
018106,OTTOBIANO,PAVIA,524,286
097058,OLGIATE MOLGORA,LECCO,3456,1444
018084,LUNGAVILLA,PAVIA,1264,575
097030,DERVIO,LECCO,1597,722
018050,CILAVEGNA,PAVIA,2896,1306
019100,SPINADESCO,CREMONA,785,376
017165,RONCADELLE,BRESCIA,4981,2106
013013,ASSO,COMO,2073,812
016179,RANZANICO,BERGAMO,624,302
016037,BREMBATE,BERGAMO,4052,1683
019076,PIZZIGHETTONE,CREMONA,3651,1698
016211,TAVERNOLA BERGAMASCA,BERGAMO,1246,871
018176,VIDIGULFO,PAVIA,2985,1239
097035,ESINO LARIO,LECCO,460,213
013064,CERMENATE,COMO,4698,1849
019007,BORDOLANO,CREMONA,297,142
015178,POZZUOLO MARTESANA,MILANO,4357,1937
108013,BURAGO DI MOLGORA,MONZA E DELLA BRIANZA,2207,845
012013,BESOZZO,VARESE,4591,1900
018016,BORGO PRIOLO,PAVIA,657,312
016176,PRESEZZO,BERGAMO,2511,1078
012131,VALGANNA,VARESE,778,288
015164,OSSONA,MILANO,2222,860
018153,STRADELLA,PAVIA,5943,2623
016098,FILAGO,BERGAMO,1641,657
017151,POZZOLENGO,BRESCIA,1659,700
013226,TREZZONE,COMO,138,54
098062,CASTELGERUNDO,LODI,770,316
017018,BIENNO,BRESCIA,2345,1026
097020,CERNUSCO LOMBARDONE,LECCO,2108,906
019024,CASTEL GABBIANO,CREMONA,204,111
097027,CRANDOLA VALSASSINA,LECCO,183,66
014068,TOVO DI SANT'AGATA,SONDRIO,329,146
020038,OSTIGLIA,MANTOVA,3349,1559
018149,SILVANO PIETRA,PAVIA,322,159
019098,SORESINA,CREMONA,4357,2415
019085,ROBECCO D'OGLIO,CREMONA,1227,739
108005,BARLASSINA,MONZA E DELLA BRIANZA,3712,1627
015248,VILLA CORTESE,MILANO,3358,1415
016036,BRANZI,BERGAMO,373,204
013024,BIZZARONE,COMO,800,263
018122,RIVANAZZANO TERME,PAVIA,2803,1461
016198,SERIATE,BERGAMO,12652,6214
019035,CREMA,CREMONA,19669,9940
016031,BONATE SOTTO,BERGAMO,3183,1313
018186,ZEME,PAVIA,497,244
017146,POMPIANO,BRESCIA,1776,815
017052,CHIARI,BRESCIA,9278,4598
016022,BEDULITA,BERGAMO,388,197
018004,ALBUZZANO,PAVIA,1817,814
016029,BOLTIERE,BERGAMO,2790,1119
019027,CASTELVISCONTI,CREMONA,153,86
013111,GRANDOLA ED UNITI,COMO,686,281
016208,STROZZA,BERGAMO,540,256
013092,DOSSO DEL LIRO,COMO,105,48
097078,SUELLO,LECCO,1131,442
013022,BEREGAZZO CON FIGLIARO,COMO,1435,587
017176,SELLERO,BRESCIA,913,365
012075,GERENZANO,VARESE,5381,2070
017082,IDRO,BRESCIA,916,395
020054,SABBIONETA,MANTOVA,1759,886
017019,BIONE,BRESCIA,716,364
017161,REZZATO,BRESCIA,7114,3021
018087,MARZANO,PAVIA,716,290
012097,MARCHIROLO,VARESE,1694,598
013193,PUSIANO,COMO,825,316
018103,NICORVO,PAVIA,131,56
015182,RHO,MILANO,28685,12062
015108,GORGONZOLA,MILANO,10384,4659
012054,COMABBIO,VARESE,593,225
016174,PREDORE,BERGAMO,1015,703
016104,FORESTO SPARSO,BERGAMO,1480,631
015059,CASSANO D'ADDA,MILANO,9399,4321
012126,TERNATE,VARESE,1416,563
016152,OSIO SOPRA,BERGAMO,2686,1053
020055,SAN BENEDETTO PO,MANTOVA,3443,1589
013161,NESSO,COMO,655,256
013183,PIANELLO DEL LARIO,COMO,597,319
015002,ABBIATEGRASSO,MILANO,16500,7039
013250,BELLAGIO,COMO,2203,1021
014064,TARTANO,SONDRIO,132,69
013121,LAMBRUGO,COMO,1558,516
014071,VALDIDENTRO,SONDRIO,1897,807
015150,MORIMONDO,MILANO,579,268
012005,ARSAGO SEPRIO,VARESE,2298,892
013028,BREGNANO,COMO,3333,1216
019062,OFFANENGO,CREMONA,3256,1459
014058,SAN GIACOMO FILIPPO,SONDRIO,185,84
012050,CISLAGO,VARESE,5251,1964
014050,PIURO,SONDRIO,1003,422
014008,BIANZONE,SONDRIO,711,320
014073,VALFURVA,SONDRIO,1248,559
017029,BRESCIA,BRESCIA,108310,50872
020008,CANNETO SULL'OGLIO,MANTOVA,2012,928
016002,ADRARA SAN ROCCO,BERGAMO,405,164
017087,LAVENONE,BRESCIA,265,120
013113,GRIANTE,COMO,345,157
015167,PANTIGLIATE,MILANO,3062,1272
098004,BORGHETTO LODIGIANO,LODI,2348,1001
013037,CAGLIO,COMO,290,129
097014,CARENNO,LECCO,832,343
097054,MONTICELLO BRIANZA,LECCO,2434,1129
098044,OSSAGO LODIGIANO,LODI,802,308
016061,CASSIGLIO,BERGAMO,64,35
098043,OSPEDALETTO LODIGIANO,LODI,933,355
016133,MARTINENGO,BERGAMO,4943,2208
012069,FERRERA DI VARESE,VARESE,333,100
012042,CASTELLANZA,VARESE,7676,3451
012119,SARONNO,VARESE,20824,8668
015131,MAGNAGO,MILANO,4501,1787
016102,FONTENO,BERGAMO,365,169
015086,CORMANO,MILANO,10247,4353
013015,BARNI,COMO,301,105
015236,VERNATE,MILANO,1507,578
013021,BENE LARIO,COMO,156,51
015243,VITTUONE,MILANO,4733,1861
108023,DESIO,MONZA E DELLA BRIANZA,21974,8658
097029,CREMENO,LECCO,909,391
017149,PONTEVICO,BRESCIA,3966,2288
018136,SAN GIORGIO DI LOMELLINA,PAVIA,540,310
018030,CARBONARA AL TICINO,PAVIA,726,336
016178,RANICA,BERGAMO,3217,1661
018139,SANTA CRISTINA E BISSONE,PAVIA,992,399
019054,IZANO,CREMONA,1111,454
019046,GADESCO PIEVE DELMONA,CREMONA,945,498
012012,BESNATE,VARESE,2854,1207
097057,OGGIONO,LECCO,4968,2187
012090,LONATE POZZOLO,VARESE,5724,2491
017006,ANGOLO TERME,BRESCIA,1457,591
019004,AZZANELLO,CREMONA,315,165
