CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2
012139,VIGGIU',VARESE,3508,3183
019081,RIPALTA CREMASCA,CREMONA,1887,854
016223,VALBONDIONE,BERGAMO,614,287
015061,CASSINETTA DI LUGAGNANO,MILANO,1008,396
012079,GORLA MINORE,VARESE,4126,1701
015183,ROBECCHETTO CON INDUNO,MILANO,2386,868
015051,CARUGATE,MILANO,7737,3062
108049,VILLASANTA,MONZA E DELLA BRIANZA,7863,3256
015202,SAN ZENONE AL LAMBRO,MILANO,2284,913
019094,SERGNANO,CREMONA,1827,794
108035,NOVA MILANESE,MONZA E DELLA BRIANZA,11524,4485
017075,GARDONE VAL TROMPIA,BRESCIA,5982,2842
018083,LOMELLO,PAVIA,1067,589
017148,PONTE DI LEGNO,BRESCIA,993,337
013123,LASNIGO,COMO,250,83
017186,TORBOLE CASAGLIA,BRESCIA,3282,1277
017134,PARATICO,BRESCIA,2314,1375
020013,CASTELBELFORTE,MANTOVA,1437,545
018037,CASTEGGIO,PAVIA,3512,1722
019048,GERRE DE' CAPRIOLI,CREMONA,711,383
016168,PONTE NOSSA,BERGAMO,1132,577
017016,BERZO DEMO,BRESCIA,998,374
018157,TORRE D'ARESE,PAVIA,376,140
012106,MORNAGO,VARESE,2592,980
014018,CHIAVENNA,SONDRIO,3972,1937
015169,PAULLO,MILANO,6088,2536
017025,BOVEZZO,BRESCIA,4362,1918
013202,ROVELLO PORRO,COMO,2978,1075
018053,COPIANO,PAVIA,945,415
012016,BODIO LOMNAGO,VARESE,1356,633
017157,PROVAGLIO VAL SABBIA,BRESCIA,465,218
017008,AZZANO MELLA,BRESCIA,1666,631
018034,CASORATE PRIMO,PAVIA,4144,1535
016082,CORNA IMAGNA,BERGAMO,450,212
018062,FERRERA ERBOGNONE,PAVIA,542,280
019077,POZZAGLIO ED UNITI,CREMONA,737,357
012095,MALGESSO,VARESE,639,252
019089,SAN DANIELE PO,CREMONA,736,431
012061,CURIGLIA CON MONTEVIASCO,VARESE,77,40
018012,BATTUDA,PAVIA,312,125
017063,CORTENO GOLGI,BRESCIA,1140,372
016042,BRUSAPORTO,BERGAMO,2715,1185
097092,LA VALLETTA BRIANZA,LECCO,2499,914
013236,VELESO,COMO,102,50
014057,SAMOLACO,SONDRIO,1403,574
016199,SERINA,BERGAMO,1077,573
016103,FOPPOLO,BERGAMO,86,43
098010,CASALPUSTERLENGO,LODI,8462,3361
017022,BORNO,BRESCIA,1594,661
018133,SAN CIPRIANO PO,PAVIA,198,72
017127,OSPITALETTO,BRESCIA,7437,2861
013253,ALTA VALLE INTELVI,COMO,1643,683
013136,LURAGO D'ERBA,COMO,3264,1234
018123,ROBBIO,PAVIA,2961,1324
017051,CEVO,BRESCIA,506,194
108012,BRUGHERIO,MONZA E DELLA BRIANZA,17725,7376
017123,OME,BRESCIA,1757,770
097037,GARBAGNATE MONASTERO,LECCO,1498,563
015041,BUSTO GAROLFO,MILANO,7049,2877
015085,CORBETTA,MILANO,9474,4052
016030,BONATE SOPRA,BERGAMO,4505,1830
014043,MESE,SONDRIO,900,357
019080,RIPALTA ARPINA,CREMONA,528,222
018100,MONTU' BECCARIA,PAVIA,847,382
017041,CASTELCOVATI,BRESCIA,2712,1196
018107,PALESTRO,PAVIA,810,337
016158,PARRE,BERGAMO,1653,706
017048,CELLATICA,BRESCIA,2919,1343
017057,COLLEBEATO,BRESCIA,2967,1373
013099,FALOPPIO,COMO,2392,818
018097,MONTESCANO,PAVIA,214,103
097060,OLIVETO LARIO,LECCO,707,337
016206,SPIRANO,BERGAMO,2875,1246
017158,PUEGNAGO SUL GARDA,BRESCIA,1551,650
016073,CHIUDUNO,BERGAMO,3065,1439
108031,MEZZAGO,MONZA E DELLA BRIANZA,2105,807
019011,CAMPAGNOLA CREMASCA,CREMONA,401,175
097064,PARLASCO,LECCO,101,34
016226,VALLEVE,BERGAMO,67,35
015027,BOLLATE,MILANO,21763,8321
018039,CASTELLO D'AGOGNA,PAVIA,547,243
016182,ROGNO,BERGAMO,2392,985
012030,CANTELLO,VARESE,2562,1067
017182,SULZANO,BRESCIA,942,394
098008,CASALETTO LODIGIANO,LODI,1454,571
098033,MACCASTORNA,LODI,34,10
016058,CASAZZA,BERGAMO,1846,860
016147,OLTRESSENDA ALTA,BERGAMO,99,46
013101,FIGINO SERENZA,COMO,2794,1142
019102,SPINO D'ADDA,CREMONA,3930,1489
017140,PERTICA BASSA,BRESCIA,298,153
015078,CISLIANO,MILANO,2392,883
017193,VALLIO TERME,BRESCIA,672,325
013218,STAZZONA,COMO,336,146
017094,LOSINE,BRESCIA,349,168
016019,BARBATA,BERGAMO,355,160
097090,VIGANO',LECCO,1214,502
012052,CLIVIO,VARESE,1022,374
017166,ROVATO,BRESCIA,8330,3868
013102,FINO MORNASCO,COMO,5190,2035
018128,ROMAGNESE,PAVIA,366,212
016051,CAPRIATE SAN GERVASIO,BERGAMO,4213,1960
020042,POGGIO RUSCO,MANTOVA,3179,1286
013023,BINAGO,COMO,2435,899
017116,MUSCOLINE,BRESCIA,1199,513
108026,LESMO,MONZA E DELLA BRIANZA,4424,1641
020030,MANTOVA,MANTOVA,25289,13122
012029,CAIRATE,VARESE,3862,1647
019068,PERSICO DOSIMO,CREMONA,1794,932
098031,LODI,LODI,27441,12132
015015,BASIGLIO,MILANO,4134,1674
018098,MONTESEGALE,PAVIA,135,76
018060,CURA CARPIGNANO,PAVIA,2452,1123
013129,LIPOMO,COMO,3475,1409
015011,ASSAGO,MILANO,4909,1821
097004,BALLABIO,LECCO,2529,990
015076,CESATE,MILANO,7193,2765
014078,VILLA DI TIRANO,SONDRIO,1705,797
016189,SAN PAOLO D'ARGON,BERGAMO,2536,1057
016184,RONCOBELLO,BERGAMO,215,128
012036,CASALE LITTA,VARESE,1371,532
016122,ISSO,BERGAMO,341,157
012114,PORTO VALTRAVAGLIA,VARESE,1223,546
108021,CONCOREZZO,MONZA E DELLA BRIANZA,8354,3353
013005,ALBIOLO,COMO,1369,497
020012,CASALROMANO,MANTOVA,654,297
012100,MASCIAGO PRIMO,VARESE,127,47
020070,VOLTA MANTOVANA,MANTOVA,3258,1390
108001,AGRATE BRIANZA,MONZA E DELLA BRIANZA,7855,2972
108020,COGLIATE,MONZA E DELLA BRIANZA,4437,1695
017118,NIARDO,BRESCIA,1123,440
016077,CLUSONE,BERGAMO,5544,2708
018088,MEDE,PAVIA,3411,2686
108003,ALBIATE,MONZA E DELLA BRIANZA,3440,1241
019083,RIVAROLO DEL RE ED UNITI,CREMONA,877,454
018018,BORGO SAN SIRO,PAVIA,464,226
016124,LEFFE,BERGAMO,2361,1265
020031,MARCARIA,MANTOVA,3291,1604
012129,TRONZANO LAGO MAGGIORE,VARESE,113,44
012026,BUSTO ARSIZIO,VARESE,42366,19053
017086,ISORELLA,BRESCIA,1950,912
017175,SAVIORE DELL'ADAMELLO,BRESCIA,534,210
014020,CHIURO,SONDRIO,1398,667
018006,BADIA PAVESE,PAVIA,166,71
016234,VERTOVA,BERGAMO,2460,1376
014033,GROSIO,SONDRIO,2468,1279
012120,SESTO CALENDE,VARESE,5513,2349
019005,BAGNOLO CREMASCO,CREMONA,2541,1120
019097,SONCINO,CREMONA,4254,2927
016153,OSIO SOTTO,BERGAMO,6250,2620
108017,CAVENAGO DI BRIANZA,MONZA E DELLA BRIANZA,3554,1341
016108,GANDINO,BERGAMO,2555,1368
016169,PONTERANICA,BERGAMO,3576,1898
017201,VILLANUOVA SUL CLISI,BRESCIA,2912,1477
015082,COLTURANO,MILANO,929,357
018064,FORTUNAGO,PAVIA,167,98
017138,SAN PAOLO,BRESCIA,2019,866
013030,BRIENNO,COMO,192,76
018092,MEZZANINO,PAVIA,778,363
014077,VILLA DI CHIAVENNA,SONDRIO,477,185
016081,COMUN NUOVO,BERGAMO,2197,962
097086,VERCURAGO,LECCO,1699,819
016251,SOLZA,BERGAMO,954,340
020041,PIUBEGA,MANTOVA,760,355
013035,CABIATE,COMO,3927,1507
017199,VILLA CARCINA,BRESCIA,5804,2673
016094,ENTRATICO,BERGAMO,928,408
097011,BULCIAGO,LECCO,1663,618
018011,BASTIDA PANCARANA,PAVIA,525,259
018177,VIGEVANO,PAVIA,30711,14329
015093,CORSICO,MILANO,17034,7431
016157,PALOSCO,BERGAMO,2957,1802
015226,TURBIGO,MILANO,3418,1455
098046,SALERANO SUL LAMBRO,LODI,1525,607
016066,CAVERNAGO,BERGAMO,1139,491
017160,REMEDELLO,BRESCIA,1550,684
020020,COMMESSAGGIO,MANTOVA,520,269
018173,VELLEZZO BELLINI,PAVIA,1468,627
018033,CASEI GEROLA,PAVIA,1341,674
019070,PESSINA CREMONESE,CREMONA,300,168
019106,TORNATA,CREMONA,177,91
019023,CASTELDIDONE,CREMONA,287,157
016090,CUSIO,BERGAMO,140,75
013107,GERA LARIO,COMO,505,247
097069,PREMANA,LECCO,1483,573
016086,COSTA VOLPINO,BERGAMO,5489,2414
015060,CASSINA DE' PECCHI,MILANO,7191,3172
019009,CALVATONE,CREMONA,550,264
098002,BERTONICO,LODI,561,217
019003,ANNICCO,CREMONA,1066,618
108055,RONCELLO,MONZA E DELLA BRIANZA,2157,731
012081,GRANTOLA,VARESE,642,233
018102,MORTARA,PAVIA,7344,3254
013152,MOLTRASIO,COMO,936,363
017050,CETO,BRESCIA,1120,457
016224,VALBREMBO,BERGAMO,2143,974
014065,TEGLIO,SONDRIO,2501,1134
015221,TREZZO SULL'ADDA,MILANO,6509,2889
019017,CASALE CREMASCO-VIDOLASCO,CREMONA,847,405
012124,SUMIRAGO,VARESE,3282,1254
013192,PROSERPIO,COMO,570,222
017021,BORGOSATOLLO,BRESCIA,5006,2037
108024,GIUSSANO,MONZA E DELLA BRIANZA,13901,5414
017060,COMEZZANO-CIZZAGO,BRESCIA,1562,695
020052,RONCOFERRARO,MANTOVA,3513,1553
108050,VIMERCATE,MONZA E DELLA BRIANZA,14467,5995
012067,FAGNANO OLONA,VARESE,6201,2646
012141,SANGIANO,VARESE,737,305
016119,GRONE,BERGAMO,416,205
017084,IRMA,BRESCIA,74,28
018078,LANDRIANO,PAVIA,3048,1324
097034,ERVE,LECCO,404,177
017059,COLOGNE,BRESCIA,3577,1624
108029,MACHERIO,MONZA E DELLA BRIANZA,3979,1616
017061,CONCESIO,BRESCIA,8756,3950
098037,MASSALENGO,LODI,2507,944
019115,VOLTIDO,CREMONA,182,91
098022,CORNO GIOVINE,LODI,583,251
012072,GAVIRATE,VARESE,5203,2266
016115,GORLE,BERGAMO,3469,1645
013062,CAVARGNA,COMO,84,29
097013,CALOLZIOCORTE,LECCO,7859,3541
017024,BOVEGNO,BRESCIA,1065,465
012088,LEGGIUNO,VARESE,1996,785
019057,MARTIGNANA DI PO,CREMONA,855,439
016089,CURNO,BERGAMO,4100,1995
020051,RODIGO,MANTOVA,2682,1335
020027,GONZAGA,MANTOVA,4061,1797
013143,MARIANO COMENSE,COMO,13192,5166
012076,GERMIGNAGA,VARESE,1889,746
013011,ARGEGNO,COMO,340,107
013089,DOMASO,COMO,821,395
018180,VILLANTERIO,PAVIA,1649,737
013203,SALA COMACINA,COMO,335,185
016201,SONGAVAZZO,BERGAMO,456,189
017189,TREMOSINE,BRESCIA,875,376
018193,COLLI VERDI,PAVIA,649,375
018192,CORTEOLONA E GENZONE,PAVIA,1216,539
018076,GROPELLO CAIROLI,PAVIA,2252,972
097026,COSTA MASNAGA,LECCO,2909,1088
014004,APRICA,SONDRIO,834,308
015112,GUDO VISCONTI,MILANO,793,296
017159,QUINZANO D'OGLIO,BRESCIA,3200,1528
014055,RASURA,SONDRIO,151,66
019050,GRONTARDO,CREMONA,783,411
015209,SESTO SAN GIOVANNI,MILANO,41579,18160
014045,MORBEGNO,SONDRIO,7006,3349
016062,CASTELLI CALEPIO,BERGAMO,5215,3150
018190,ZINASCO,PAVIA,1615,669
108009,BIASSONO,MONZA E DELLA BRIANZA,6993,2895
018093,MIRADOLO TERME,PAVIA,1880,807
017206,PIANCOGNO,BRESCIA,2639,1058
018120,REDAVALLE,PAVIA,522,214
097052,MONTE MARENZO,LECCO,1090,454
020034,MEDOLE,MANTOVA,1741,708
017055,CIVIDATE CAMUNO,BRESCIA,1605,613
018101,MORNICO LOSANA,PAVIA,337,132
019018,CASALETTO CEREDANO,CREMONA,659,287
014005,ARDENNO,SONDRIO,1805,836
013004,ALBESE CON CASSANO,COMO,2794,1219
018045,CERGNAGO,PAVIA,362,166
018095,MONTEBELLO DELLA BATTAGLIA,PAVIA,847,432
017091,LOGRATO,BRESCIA,1992,845
015098,CUSANO MILANINO,MILANO,10344,4285
013227,TURATE,COMO,4724,1674
018154,SUARDI,PAVIA,259,103
018025,CALVIGNANO,PAVIA,69,40
019012,CAPERGNANICA,CREMONA,1201,542
097059,OLGINATE,LECCO,3990,1738
013040,CAMPIONE D'ITALIA,COMO,251,171
108008,BESANA IN BRIANZA,MONZA E DELLA BRIANZA,8949,3669
016004,ALBINO,BERGAMO,8945,4766
013233,VAL REZZO,COMO,67,14
019016,CASALBUTTANO ED UNITI,CREMONA,2223,1364
018127,ROGNANO,PAVIA,265,84
013012,AROSIO,COMO,3018,1250
012007,AZZIO,VARESE,396,151
017036,CAPOVALLE,BRESCIA,196,101
018026,CAMPOSPINOSO,PAVIA,576,279
016028,BOLGARE,BERGAMO,2826,1221
016065,CASTRO,BERGAMO,825,426
012122,SOLBIATE OLONA,VARESE,2789,1220
019002,AGNADELLO,CREMONA,1766,751
016204,SOVERE,BERGAMO,3222,1521
018032,CASATISMA,PAVIA,447,188
020039,PEGOGNAGA,MANTOVA,3280,1536
017083,INCUDINE,BRESCIA,210,85
018165,TROVO,PAVIA,477,176
016070,CENE,BERGAMO,1912,980
015224,TRUCCAZZANO,MILANO,2741,1199
108032,MISINTO,MONZA E DELLA BRIANZA,2921,1052
016230,VEDESETA,BERGAMO,121,58
013048,CARUGO,COMO,3506,1217
016110,GAVERINA TERME,BERGAMO,382,201
014001,ALBAREDO PER SAN MARCO,SONDRIO,194,97
017001,ACQUAFREDDA,BRESCIA,731,269
012064,DAVERIO,VARESE,1727,663
013007,ALZATE BRIANZA,COMO,3143,1125
108015,CARATE BRIANZA,MONZA E DELLA BRIANZA,10147,4258
017178,SERLE,BRESCIA,1433,687
018085,MAGHERNO,PAVIA,905,397
097091,VERDERIO,LECCO,3023,1174
015022,BESATE,MILANO,941,371
019108,TORRICELLA DEL PIZZO,CREMONA,259,129
015087,CORNAREDO,MILANO,11849,4779
014022,CIVO,SONDRIO,618,275
015173,PIEVE EMANUELE,MILANO,7787,3503
013163,NOVEDRATE,COMO,1608,589
098029,GUARDAMIGLIO,LODI,1279,496
016141,MORNICO AL SERIO,BERGAMO,1420,570
017102,MANERBA DEL GARDA,BRESCIA,2092,918
016216,TORRE DE' ROVERI,BERGAMO,1225,537
016010,ANTEGNATE,BERGAMO,1508,621
014002,ALBOSAGGIA,SONDRIO,1805,776
013138,LURATE CACCIVIO,COMO,5212,2061
019049,GOMBITO,CREMONA,335,173
098041,MULAZZANO,LODI,3062,1234
097008,BELLANO,LECCO,2187,1145
017200,VILLACHIARA,BRESCIA,736,336
017012,BARGHE,BRESCIA,575,294
108002,AICURZIO,MONZA E DELLA BRIANZA,1130,445
097056,NIBIONNO,LECCO,2258,837
017156,PROVAGLIO D'ISEO,BRESCIA,3600,1490
012038,CASCIAGO,VARESE,2157,954
017054,CIMBERGO,BRESCIA,335,132
098013,CASTELNUOVO BOCCA D'ADDA,LODI,903,392
018038,CASTELLETTO DI BRANDUZZO,PAVIA,564,263
012132,VARANO BORGHI,VARESE,1253,494
017137,PAVONE DEL MELLA,BRESCIA,1299,602
013042,CANZO,COMO,3155,1344
097028,CREMELLA,LECCO,937,366
019064,OSTIANO,CREMONA,1397,762
013133,LOMAZZO,COMO,5326,2015
019041,DOVERA,CREMONA,2184,877
016173,PRADALUNGA,BERGAMO,2247,1065
016137,MONASTEROLO DEL CASTELLO,BERGAMO,549,249
016053,CARAVAGGIO,BERGAMO,8065,3904
016074,CISANO BERGAMASCO,BERGAMO,3243,1242
013119,LAGLIO,COMO,519,193
012138,VERGIATE,VARESE,4614,1908
017163,RODENGO-SAIANO,BRESCIA,5362,2166
019015,CAPRALBA,CREMONA,1311,676
015204,SEDRIANO,MILANO,6267,2414
018121,RETORBIDO,PAVIA,856,431
017071,FIESSE,BRESCIA,976,425
014051,POGGIRIDENTI,SONDRIO,1041,476
013128,LIMIDO COMASCO,COMO,1719,516
018163,TRIVOLZIO,PAVIA,1204,484
017190,TRENZANO,BRESCIA,2444,1184
016195,SCHILPARIO,BERGAMO,735,352
019043,FIESCO,CREMONA,589,278
020002,ASOLA,MANTOVA,5035,2436
017099,MAIRANO,BRESCIA,1697,640
015251,VERMEZZO CON ZELO,MILANO,2616,932
020058,SAN GIOVANNI DEL DOSSO,MANTOVA,596,243
016117,GRASSOBBIO,BERGAMO,2908,1274
019020,CASALETTO VAPRIO,CREMONA,840,354
108052,CAPONAGO,MONZA E DELLA BRIANZA,2462,914
018049,CIGOGNOLA,PAVIA,802,349
018191,CORNALE E BASTIDA,PAVIA,443,208
016006,ALMENNO SAN BARTOLOMEO,BERGAMO,2883,1350
017203,VISANO,BRESCIA,1008,439
012085,JERAGO CON ORAGO,VARESE,2710,1098
013139,MAGREGLIO,COMO,383,175
012039,CASORATE SEMPIONE,VARESE,2836,1195
012142,MACCAGNO CON PINO E VEDDASCA,VARESE,1206,495
018117,PONTE NIZZA,PAVIA,499,337
016015,AVIATICO,BERGAMO,244,121
018048,CHIGNOLO PO,PAVIA,1956,902
013178,PEGLIO,COMO,73,34
015071,CERRO AL LAMBRO,MILANO,2814,1205
018043,CERANOVA,PAVIA,932,394
019022,CASALMORANO,CREMONA,893,498
012063,CUVIO,VARESE,930,390
017004,ALFIANELLO,BRESCIA,1250,594
015213,SOLARO,MILANO,6843,2565
013118,INVERIGO,COMO,5295,1954
016079,COLOGNO AL SERIO,BERGAMO,5653,2629
020060,SCHIVENOGLIA,MANTOVA,719,383
013052,CASLINO D'ERBA,COMO,943,328
016033,BOSSICO,BERGAMO,585,261
017188,TRAVAGLIATO,BRESCIA,7245,2990
019019,CASALETTO DI SOPRA,CREMONA,249,124
019086,ROMANENGO,CREMONA,1523,732
015172,PESSANO CON BORNAGO,MILANO,4621,1834
014021,CINO,SONDRIO,151,62
018075,GRAVELLONA LOMELLINA,PAVIA,1320,593
013144,MASLIANICO,COMO,1759,699
017013,BASSANO BRESCIANO,BRESCIA,1087,477
012127,TRADATE,VARESE,9818,4161
017032,CALCINATO,BRESCIA,5586,2298
016185,RONCOLA,BERGAMO,368,171
097012,CALCO,LECCO,2806,1010
017145,POLPENAZZE DEL GARDA,BRESCIA,1219,531
013025,BLESSAGNO,COMO,149,58
013131,LOCATE VARESINO,COMO,2156,812
017125,ORZINUOVI,BRESCIA,6071,2980
097038,GARLATE,LECCO,1498,696
098059,VALERA FRATTA,LODI,754,289
020024,GAZOLDO DEGLI IPPOLITI,MANTOVA,1287,566
012008,BARASSO,VARESE,997,487
018166,VAL DI NIZZA,PAVIA,366,231
017104,MARCHENO,BRESCIA,2101,871
019038,CROTTA D'ADDA,CREMONA,329,140
017112,MONTICELLI BRUSATI,BRESCIA,2464,1051
017202,VIONE,BRESCIA,438,142
016183,ROMANO DI LOMBARDIA,BERGAMO,10086,4888
018008,BARBIANELLO,PAVIA,409,171
015250,BARANZATE,MILANO,4250,1651
017117,NAVE,BRESCIA,6338,2818
097072,ROGENO,LECCO,1890,672
019045,GABBIONETA BINANUOVA,CREMONA,431,235
012136,VENEGONO INFERIORE,VARESE,3345,1325
014056,ROGOLO,SONDRIO,263,128
016107,GANDELLINO,BERGAMO,630,300
017002,ADRO,BRESCIA,3556,1577
012010,BEDERO VALCUVIA,VARESE,337,124
016049,CANONICA D'ADDA,BERGAMO,2020,855
019069,PESCAROLO ED UNITI,CREMONA,772,384
016003,ALBANO SANT'ALESSANDRO,BERGAMO,3875,1752
016136,MOIO DE' CALVI,BERGAMO,98,60
013095,ERBA,COMO,10179,4162
016134,MEZZOLDO,BERGAMO,92,52
016135,MISANO DI GERA D'ADDA,BERGAMO,1429,680
016148,ONETA,BERGAMO,353,158
012057,CROSIO DELLA VALLE,VARESE,356,147
098011,CASELLE LANDI,LODI,879,351
098017,CAVENAGO D'ADDA,LODI,1113,479
014016,CEDRASCO,SONDRIO,249,123
020010,CASALMORO,MANTOVA,1015,396
108043,TRIUGGIO,MONZA E DELLA BRIANZA,4822,1860
016149,ONORE,BERGAMO,542,248
013251,COLVERDE,COMO,2852,1011
014066,TIRANO,SONDRIO,5356,2587
018021,BRALLO DI PREGOLA,PAVIA,250,154
016123,LALLIO,BERGAMO,2268,983
016017,AZZONE,BERGAMO,235,92
012133,VARESE,VARESE,44010,20959
020021,CURTATONE,MANTOVA,7839,3822
097039,IMBERSAGO,LECCO,1371,553
019088,SAN BASSANO,CREMONA,1405,892
020057,SAN GIORGIO BIGARELLO,MANTOVA,6032,2595
016096,FARA GERA D'ADDA,BERGAMO,3746,1586
019110,TRIGOLO,CREMONA,964,558
013137,LURAGO MARINONE,COMO,1272,466
013058,CASTELMARTE,COMO,794,289
016243,VILMINORE DI SCALVE,BERGAMO,869,374
015210,SETTALA,MILANO,3597,1432
017096,LUMEZZANE,BRESCIA,11618,4991
019105,TORLINO VIMERCATI,CREMONA,233,102
015170,PERO,MILANO,6154,2149
018155,TORRAZZA COSTE,PAVIA,812,394
013135,LUISAGO,COMO,1502,558
016101,FONTANELLA,BERGAMO,2170,981
013006,ALSERIO,COMO,793,262
014024,COSIO VALTELLINO,SONDRIO,2905,1264
014015,CASTIONE ANDEVENNO,SONDRIO,870,353
015115,LACCHIARELLA,MILANO,4530,1805
012041,CASSANO VALCUVIA,VARESE,297,109
013197,RODERO,COMO,603,195
015122,LISCATE,MILANO,1973,758
016132,MAPELLO,BERGAMO,3239,1416
012108,OLGIATE OLONA,VARESE,6384,2699
097063,PAGNONA,LECCO,199,75
020025,GAZZUOLO,MANTOVA,1050,538
015229,VANZAGO,MILANO,4914,2004
017152,PRALBOINO,BRESCIA,1349,698
013120,LAINO,COMO,273,91
018184,ZAVATTARELLO,PAVIA,574,373
012128,TRAVEDONA-MONATE,VARESE,2115,832
013145,MENAGGIO,COMO,1744,840
016097,FARA OLIVANA CON SOLA,BERGAMO,658,307
020063,SOLFERINO,MANTOVA,1345,613
017128,OSSIMO,BRESCIA,846,344
012105,MORAZZONE,VARESE,2306,906
016175,PREMOLO,BERGAMO,718,341
016109,GANDOSSO,BERGAMO,742,444
018167,VALEGGIO,PAVIA,103,70
012011,BESANO,VARESE,1264,534
097079,TACENO,LECCO,309,124
012009,BARDELLO,VARESE,843,353
015191,SAN COLOMBANO AL LAMBRO,MILANO,4348,2027
016145,OLMO AL BREMBO,BERGAMO,250,139
014034,GROSOTTO,SONDRIO,970,550
020048,REDONDESCO,MANTOVA,635,309
015200,SANTO STEFANO TICINO,MILANO,2496,905
098028,GRAFFIGNANA,LODI,1501,622
015118,LEGNANO,MILANO,30859,13858
018094,MONTALTO PAVESE,PAVIA,414,185
018081,LINAROLO,PAVIA,1462,661
015157,NOVATE MILANESE,MILANO,11547,4604
098056,TAVAZZANO CON VILLAVESCO,LODI,3307,1292
017044,CASTO,BRESCIA,755,297
015114,INZAGO,MILANO,5914,2647
017072,FLERO,BRESCIA,4862,2002
013155,MONTEMEZZO,COMO,125,60
016069,CENATE SOTTO,BERGAMO,1778,780
013063,CERANO D'INTELVI,COMO,326,110
017162,ROCCAFRANCA,BRESCIA,1928,1175
019078,QUINTANO,CREMONA,449,183
014072,VALDISOTTO,SONDRIO,1627,681
108016,CARNATE,MONZA E DELLA BRIANZA,4113,1591
018175,VERRUA PO,PAVIA,704,326
013238,VENIANO,COMO,1549,549
019074,PIEVE D'OLMI,CREMONA,687,376
015097,CUSAGO,MILANO,2242,865
015005,ALBAIRATE,MILANO,2446,988
019013,CAPPELLA CANTONE,CREMONA,295,130
014062,SPRIANA,SONDRIO,45,16
013252,TREMEZZINA,COMO,2803,1141
015165,OZZERO,MILANO,727,306
013134,LONGONE AL SEGRINO,COMO,1223,466
098014,CASTIGLIONE D'ADDA,LODI,2645,1017
020011,CASALOLDO,MANTOVA,1132,511
012071,GALLIATE LOMBARDO,VARESE,536,217
108039,SEREGNO,MONZA E DELLA BRIANZA,24542,9794
012113,PORTO CERESIO,VARESE,1487,645
017014,BEDIZZOLE,BRESCIA,5444,2232
015096,CUGGIONO,MILANO,4007,1604
014046,NOVATE MEZZOLA,SONDRIO,918,426
019112,VAILATE,CREMONA,2344,1154
018148,SEMIANA,PAVIA,107,58
013217,SORMANO,COMO,341,135
016085,COSTA VALLE IMAGNA,BERGAMO,314,144
015151,MOTTA VISCONTI,MILANO,3951,1593
